chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.962307	NC_074665.1	962307	F	21	28.57	71.43
NC_074665.1.1454663	NC_074665.1	1454663	F	21	90.48	9.52
NC_074665.1.1454613	NC_074665.1	1454613	R	22	100.00	0.00
NC_074665.1.1454617	NC_074665.1	1454617	R	22	100.00	0.00
NC_074665.1.3003126	NC_074665.1	3003126	F	34	61.76	38.24
NC_074665.1.3003180	NC_074665.1	3003180	F	73	76.71	23.29
NC_074665.1.3003234	NC_074665.1	3003234	F	68	86.76	13.24
NC_074665.1.3003288	NC_074665.1	3003288	F	29	75.86	24.14
NC_074665.1.3630111	NC_074665.1	3630111	F	20	70.00	30.00
NC_074665.1.3630118	NC_074665.1	3630118	F	20	85.00	15.00
NC_074665.1.3630121	NC_074665.1	3630121	F	20	70.00	30.00
NC_074665.1.4505198	NC_074665.1	4505198	R	20	85.00	15.00
NC_074665.1.6905222	NC_074665.1	6905222	R	21	71.43	28.57
NC_074665.1.7075854	NC_074665.1	7075854	R	20	85.00	15.00
NC_074665.1.7075868	NC_074665.1	7075868	R	20	90.00	10.00
NC_074665.1.7075882	NC_074665.1	7075882	R	21	80.95	19.05
NC_074665.1.7075896	NC_074665.1	7075896	R	20	85.00	15.00
NC_074665.1.7075924	NC_074665.1	7075924	R	20	85.00	15.00
NC_074665.1.7882480	NC_074665.1	7882480	F	20	95.00	5.00
NC_074665.1.7882520	NC_074665.1	7882520	F	24	95.83	4.17
NC_074665.1.7882560	NC_074665.1	7882560	F	23	91.30	8.70
NC_074665.1.13254673	NC_074665.1	13254673	F	21	80.95	19.05
NC_074665.1.13254710	NC_074665.1	13254710	F	29	48.28	51.72
NC_074665.1.13254747	NC_074665.1	13254747	F	32	56.25	43.75
NC_074665.1.13254827	NC_074665.1	13254827	F	24	29.17	70.83
NC_074665.1.13254868	NC_074665.1	13254868	F	29	44.83	55.17
NC_074665.1.13254905	NC_074665.1	13254905	F	26	38.46	61.54
NC_074665.1.13255098	NC_074665.1	13255098	F	22	81.82	18.18
NC_074665.1.15791133	NC_074665.1	15791133	F	24	75.00	25.00
