chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.1454613	NC_074665.1	1454613	R	20	100.00	0.00
NC_074665.1.1454617	NC_074665.1	1454617	R	20	95.00	5.00
NC_074665.1.3003126	NC_074665.1	3003126	F	20	70.00	30.00
NC_074665.1.3003180	NC_074665.1	3003180	F	42	69.05	30.95
NC_074665.1.3003234	NC_074665.1	3003234	F	53	79.25	20.75
NC_074665.1.7075812	NC_074665.1	7075812	R	26	88.46	11.54
NC_074665.1.7075821	NC_074665.1	7075821	R	30	96.67	3.33
NC_074665.1.7075826	NC_074665.1	7075826	R	25	96.00	4.00
NC_074665.1.7075840	NC_074665.1	7075840	R	28	89.29	10.71
NC_074665.1.7075849	NC_074665.1	7075849	R	29	96.55	3.45
NC_074665.1.7075854	NC_074665.1	7075854	R	28	100.00	0.00
NC_074665.1.7075868	NC_074665.1	7075868	R	28	92.86	7.14
NC_074665.1.7075877	NC_074665.1	7075877	R	29	100.00	0.00
NC_074665.1.7075882	NC_074665.1	7075882	R	29	96.55	3.45
NC_074665.1.7075896	NC_074665.1	7075896	R	30	96.67	3.33
NC_074665.1.7075905	NC_074665.1	7075905	R	30	93.33	6.67
NC_074665.1.7075910	NC_074665.1	7075910	R	22	95.45	4.55
NC_074665.1.7075924	NC_074665.1	7075924	R	26	92.31	7.69
NC_074665.1.7075933	NC_074665.1	7075933	R	27	85.19	14.81
NC_074665.1.7488867	NC_074665.1	7488867	F	20	45.00	55.00
NC_074665.1.7489360	NC_074665.1	7489360	F	21	80.95	19.05
NC_074665.1.7498628	NC_074665.1	7498628	F	20	100.00	0.00
NC_074665.1.7882520	NC_074665.1	7882520	F	20	95.00	5.00
NC_074665.1.13254747	NC_074665.1	13254747	F	25	88.00	12.00
NC_074665.1.13254829	NC_074665.1	13254829	F	25	48.00	52.00
NC_074665.1.13254868	NC_074665.1	13254868	F	25	60.00	40.00
NC_074665.1.13254870	NC_074665.1	13254870	F	22	45.45	54.55
NC_074665.1.13254905	NC_074665.1	13254905	F	28	50.00	50.00
NC_074665.1.13254942	NC_074665.1	13254942	F	21	90.48	9.52
NC_074665.1.15633677	NC_074665.1	15633677	R	20	90.00	10.00
NC_074665.1.15633698	NC_074665.1	15633698	R	21	95.24	4.76
NC_074665.1.38981574	NC_074665.1	38981574	F	21	100.00	0.00
NC_074665.1.38981599	NC_074665.1	38981599	F	20	95.00	5.00
NC_074665.1.38981604	NC_074665.1	38981604	F	20	90.00	10.00
NC_074665.1.44803536	NC_074665.1	44803536	F	22	77.27	22.73
NC_074665.1.44804677	NC_074665.1	44804677	F	21	100.00	0.00
NC_074665.1.44804694	NC_074665.1	44804694	F	20	95.00	5.00
NC_074665.1.44804725	NC_074665.1	44804725	F	20	75.00	25.00
NC_074665.1.44804792	NC_074665.1	44804792	F	22	100.00	0.00
NC_074665.1.44804807	NC_074665.1	44804807	F	21	95.24	4.76
NC_074665.1.44804885	NC_074665.1	44804885	F	23	91.30	8.70
NC_074665.1.44804889	NC_074665.1	44804889	F	24	95.83	4.17
NC_074665.1.44804917	NC_074665.1	44804917	F	20	95.00	5.00
NC_074665.1.44804974	NC_074665.1	44804974	F	22	95.45	4.55
NC_074665.1.44810659	NC_074665.1	44810659	F	23	86.96	13.04
NC_074665.1.44810665	NC_074665.1	44810665	F	24	100.00	0.00
NC_074665.1.44810671	NC_074665.1	44810671	F	25	100.00	0.00
NC_074665.1.44803537	NC_074665.1	44803537	R	23	86.96	13.04
NC_074665.1.44803623	NC_074665.1	44803623	R	25	76.00	24.00
NC_074665.1.44804808	NC_074665.1	44804808	R	22	90.91	9.09
NC_074665.1.44804822	NC_074665.1	44804822	R	22	95.45	4.55
NC_074665.1.44817860	NC_074665.1	44817860	F	20	65.00	35.00
NC_074665.1.44817894	NC_074665.1	44817894	F	23	78.26	21.74
NC_074665.1.44818521	NC_074665.1	44818521	F	21	19.05	80.95
NC_074665.1.44819633	NC_074665.1	44819633	F	23	86.96	13.04
NC_074665.1.44820631	NC_074665.1	44820631	F	20	70.00	30.00
NC_074665.1.44820660	NC_074665.1	44820660	F	20	55.00	45.00
NC_074665.1.44820694	NC_074665.1	44820694	F	23	78.26	21.74
NC_074665.1.44820879	NC_074665.1	44820879	F	25	80.00	20.00
NC_074665.1.44820923	NC_074665.1	44820923	F	27	77.78	22.22
NC_074665.1.44820929	NC_074665.1	44820929	F	28	67.86	32.14
NC_074665.1.44821000	NC_074665.1	44821000	F	25	80.00	20.00
NC_074665.1.44821019	NC_074665.1	44821019	F	22	95.45	4.55
NC_074665.1.44821108	NC_074665.1	44821108	F	22	95.45	4.55
NC_074665.1.44821137	NC_074665.1	44821137	F	24	91.67	8.33
NC_074665.1.44821188	NC_074665.1	44821188	F	24	87.50	12.50
NC_074665.1.44821222	NC_074665.1	44821222	F	26	96.15	3.85
NC_074665.1.44816348	NC_074665.1	44816348	R	22	86.36	13.64
NC_074665.1.44819634	NC_074665.1	44819634	R	21	90.48	9.52
NC_074665.1.44820632	NC_074665.1	44820632	R	20	85.00	15.00
NC_074665.1.44820661	NC_074665.1	44820661	R	20	50.00	50.00
NC_074665.1.44820924	NC_074665.1	44820924	R	24	83.33	16.67
NC_074665.1.44821001	NC_074665.1	44821001	R	21	76.19	23.81
NC_074665.1.44821096	NC_074665.1	44821096	R	21	85.71	14.29
NC_074665.1.44821138	NC_074665.1	44821138	R	25	84.00	16.00
NC_074665.1.44821189	NC_074665.1	44821189	R	26	57.69	42.31
NC_074665.1.44821223	NC_074665.1	44821223	R	22	90.91	9.09
NC_074665.1.44821410	NC_074665.1	44821410	R	21	80.95	19.05
NC_074665.1.44826349	NC_074665.1	44826349	R	23	73.91	26.09
NC_074665.1.44826385	NC_074665.1	44826385	R	23	86.96	13.04
NC_074665.1.50388165	NC_074665.1	50388165	R	20	100.00	0.00
NC_074665.1.50388175	NC_074665.1	50388175	R	21	95.24	4.76
NC_074665.1.50388218	NC_074665.1	50388218	R	22	100.00	0.00
NC_074665.1.50388222	NC_074665.1	50388222	R	26	96.15	3.85
NC_074665.1.50388225	NC_074665.1	50388225	R	26	96.15	3.85
NC_074665.1.50388228	NC_074665.1	50388228	R	26	100.00	0.00
NC_074665.1.50388231	NC_074665.1	50388231	R	26	96.15	3.85
NC_074665.1.50388234	NC_074665.1	50388234	R	25	96.00	4.00
NC_074665.1.50388240	NC_074665.1	50388240	R	23	95.65	4.35
NC_074665.1.50388247	NC_074665.1	50388247	R	23	95.65	4.35
NC_074665.1.50388253	NC_074665.1	50388253	R	24	95.83	4.17
NC_074665.1.50388260	NC_074665.1	50388260	R	21	90.48	9.52
NC_074665.1.50954093	NC_074665.1	50954093	F	21	85.71	14.29
NC_074665.1.50954098	NC_074665.1	50954098	F	21	95.24	4.76
NC_074665.1.50954114	NC_074665.1	50954114	F	21	90.48	9.52
NC_074665.1.50954131	NC_074665.1	50954131	F	20	100.00	0.00
NC_074665.1.54489659	NC_074665.1	54489659	R	20	95.00	5.00
NC_074665.1.61505867	NC_074665.1	61505867	F	25	84.00	16.00
NC_074665.1.61509416	NC_074665.1	61509416	R	20	95.00	5.00
NC_074665.1.61509451	NC_074665.1	61509451	R	21	85.71	14.29
NC_074665.1.69482361	NC_074665.1	69482361	F	27	59.26	40.74
NC_074665.1.69482362	NC_074665.1	69482362	R	38	52.63	47.37
NC_074665.1.69482662	NC_074665.1	69482662	R	27	62.96	37.04
NC_074665.1.76774364	NC_074665.1	76774364	F	28	57.14	42.86
NC_074665.1.76774365	NC_074665.1	76774365	R	22	77.27	22.73
NC_074665.1.83712573	NC_074665.1	83712573	F	20	70.00	30.00
NC_074665.1.83712647	NC_074665.1	83712647	F	20	65.00	35.00
NC_074665.1.83712648	NC_074665.1	83712648	R	21	71.43	28.57
NC_074665.1.85435112	NC_074665.1	85435112	F	23	39.13	60.87
NC_074665.1.85435208	NC_074665.1	85435208	F	33	45.45	54.55
NC_074665.1.85539144	NC_074665.1	85539144	F	26	34.62	65.38
NC_074665.1.85539173	NC_074665.1	85539173	F	20	45.00	55.00
NC_074665.1.85539200	NC_074665.1	85539200	F	20	50.00	50.00
NC_074665.1.86570201	NC_074665.1	86570201	F	20	100.00	0.00
NC_074665.1.86570231	NC_074665.1	86570231	F	25	92.00	8.00
NC_074665.1.86570261	NC_074665.1	86570261	F	26	96.15	3.85
NC_074665.1.86570291	NC_074665.1	86570291	F	28	89.29	10.71
NC_074665.1.86570321	NC_074665.1	86570321	F	24	91.67	8.33
NC_074665.1.92586868	NC_074665.1	92586868	F	23	82.61	17.39
NC_074665.1.92586870	NC_074665.1	92586870	F	20	100.00	0.00
NC_074665.1.93374418	NC_074665.1	93374418	F	25	56.00	44.00
NC_074665.1.93374544	NC_074665.1	93374544	F	35	45.71	54.29
NC_074665.1.93858926	NC_074665.1	93858926	F	27	0.00	100.00
NC_074665.1.93859039	NC_074665.1	93859039	F	47	19.15	80.85
NC_074665.1.93859076	NC_074665.1	93859076	F	45	15.56	84.44
NC_074665.1.93859113	NC_074665.1	93859113	F	51	41.18	58.82
NC_074665.1.93859150	NC_074665.1	93859150	F	37	48.65	51.35
NC_074665.1.94117853	NC_074665.1	94117853	R	31	90.32	9.68
NC_074665.1.94117893	NC_074665.1	94117893	R	29	89.66	10.34
NC_074665.1.94117901	NC_074665.1	94117901	R	30	6.67	93.33
NC_074665.1.94117933	NC_074665.1	94117933	R	25	100.00	0.00
NC_074665.1.94201781	NC_074665.1	94201781	R	20	85.00	15.00
NC_074665.1.94340176	NC_074665.1	94340176	R	23	91.30	8.70
NC_074665.1.94340199	NC_074665.1	94340199	R	23	82.61	17.39
NC_074665.1.94340222	NC_074665.1	94340222	R	20	85.00	15.00
NC_074665.1.94340245	NC_074665.1	94340245	R	20	95.00	5.00
NC_074665.1.94340268	NC_074665.1	94340268	R	20	95.00	5.00
NC_074665.1.94506314	NC_074665.1	94506314	F	24	95.83	4.17
NC_074665.1.94506334	NC_074665.1	94506334	F	28	92.86	7.14
NC_074665.1.94506347	NC_074665.1	94506347	F	26	100.00	0.00
NC_074665.1.94506367	NC_074665.1	94506367	F	23	100.00	0.00
NC_074665.1.94506380	NC_074665.1	94506380	F	23	95.65	4.35
NC_074665.1.94506400	NC_074665.1	94506400	F	20	95.00	5.00
NC_074665.1.94522810	NC_074665.1	94522810	F	24	83.33	16.67
NC_074665.1.94522841	NC_074665.1	94522841	F	28	92.86	7.14
NC_074665.1.94522872	NC_074665.1	94522872	F	28	85.71	14.29
NC_074665.1.94522903	NC_074665.1	94522903	F	31	93.55	6.45
NC_074665.1.94522934	NC_074665.1	94522934	F	24	95.83	4.17
NC_074665.1.94522563	NC_074665.1	94522563	R	23	65.22	34.78
NC_074665.1.94522625	NC_074665.1	94522625	R	21	80.95	19.05
NC_074665.1.95036068	NC_074665.1	95036068	R	21	85.71	14.29
NC_074665.1.95036143	NC_074665.1	95036143	R	20	75.00	25.00
NC_074665.1.95036181	NC_074665.1	95036181	R	20	85.00	15.00
NC_074665.1.95036193	NC_074665.1	95036193	R	22	4.55	95.45
NC_074665.1.95493199	NC_074665.1	95493199	R	21	95.24	4.76
NC_074665.1.95493239	NC_074665.1	95493239	R	22	90.91	9.09
NC_074665.1.95493279	NC_074665.1	95493279	R	28	96.43	3.57
NC_074665.1.95493319	NC_074665.1	95493319	R	26	61.54	38.46
NC_074665.1.95493359	NC_074665.1	95493359	R	24	83.33	16.67
NC_074665.1.95493399	NC_074665.1	95493399	R	21	95.24	4.76
NC_074665.1.95509720	NC_074665.1	95509720	F	20	60.00	40.00
NC_074665.1.96034802	NC_074665.1	96034802	F	21	95.24	4.76
NC_074665.1.96034853	NC_074665.1	96034853	F	20	90.00	10.00
NC_074665.1.96034897	NC_074665.1	96034897	F	28	89.29	10.71
NC_074665.1.96034924	NC_074665.1	96034924	F	26	76.92	23.08
NC_074665.1.96476152	NC_074665.1	96476152	F	22	95.45	4.55
NC_074665.1.96476173	NC_074665.1	96476173	F	26	84.62	15.38
NC_074665.1.96476194	NC_074665.1	96476194	F	26	92.31	7.69
NC_074665.1.96476215	NC_074665.1	96476215	F	25	84.00	16.00
NC_074665.1.96476236	NC_074665.1	96476236	F	22	86.36	13.64
NC_074665.1.96476257	NC_074665.1	96476257	F	24	79.17	20.83
NC_074665.1.96476278	NC_074665.1	96476278	F	28	96.43	3.57
NC_074665.1.96476299	NC_074665.1	96476299	F	21	90.48	9.52
NC_074665.1.97073720	NC_074665.1	97073720	R	33	96.97	3.03
NC_074665.1.97073736	NC_074665.1	97073736	R	31	90.32	9.68
NC_074665.1.97073804	NC_074665.1	97073804	R	25	84.00	16.00
NC_074665.1.97073822	NC_074665.1	97073822	R	22	100.00	0.00
NC_074665.1.97073997	NC_074665.1	97073997	R	28	82.14	17.86
NC_074665.1.97074033	NC_074665.1	97074033	R	29	93.10	6.90
NC_074665.1.97074042	NC_074665.1	97074042	R	29	82.76	17.24
NC_074665.1.97074045	NC_074665.1	97074045	R	24	95.83	4.17
NC_074665.1.97530124	NC_074665.1	97530124	R	20	75.00	25.00
NC_074665.1.97530140	NC_074665.1	97530140	R	21	90.48	9.52
NC_074665.1.97530177	NC_074665.1	97530177	R	21	76.19	23.81
NC_074665.1.97530193	NC_074665.1	97530193	R	25	92.00	8.00
NC_074665.1.99589723	NC_074665.1	99589723	F	31	87.10	12.90
NC_074665.1.99589755	NC_074665.1	99589755	F	29	86.21	13.79
NC_074665.1.99589787	NC_074665.1	99589787	F	30	90.00	10.00
NC_074665.1.99589819	NC_074665.1	99589819	F	29	96.55	3.45
NC_074665.1.99589851	NC_074665.1	99589851	F	25	92.00	8.00
NC_074665.1.99589756	NC_074665.1	99589756	R	23	91.30	8.70
NC_074665.1.99942771	NC_074665.1	99942771	R	22	4.55	95.45
NC_074665.1.100310682	NC_074665.1	100310682	R	23	69.57	30.43
NC_074665.1.100310728	NC_074665.1	100310728	R	25	80.00	20.00
NC_074665.1.100310760	NC_074665.1	100310760	R	26	69.23	30.77
NC_074665.1.100310774	NC_074665.1	100310774	R	23	82.61	17.39
NC_074665.1.100310806	NC_074665.1	100310806	R	22	86.36	13.64
NC_074665.1.100310915	NC_074665.1	100310915	R	22	72.73	27.27
NC_074665.1.100929410	NC_074665.1	100929410	F	22	72.73	27.27
NC_074665.1.100929421	NC_074665.1	100929421	F	20	80.00	20.00
NC_074666.1.1998561	NC_074666.1	1998561	F	20	80.00	20.00
NC_074666.1.4505769	NC_074666.1	4505769	F	20	100.00	0.00
NC_074666.1.4505829	NC_074666.1	4505829	F	21	76.19	23.81
NC_074666.1.5136893	NC_074666.1	5136893	F	131	87.79	12.21
NC_074666.1.5136913	NC_074666.1	5136913	F	130	93.85	6.15
NC_074666.1.5136933	NC_074666.1	5136933	F	111	90.99	9.01
NC_074666.1.5136953	NC_074666.1	5136953	F	98	84.69	15.31
NC_074666.1.5136973	NC_074666.1	5136973	F	71	91.55	8.45
NC_074666.1.5142300	NC_074666.1	5142300	F	29	3.45	96.55
NC_074666.1.5142320	NC_074666.1	5142320	F	38	5.26	94.74
NC_074666.1.5142340	NC_074666.1	5142340	F	44	0.00	100.00
NC_074666.1.8166808	NC_074666.1	8166808	R	22	63.64	36.36
NC_074666.1.17004191	NC_074666.1	17004191	F	96	79.17	20.83
NC_074666.1.17004192	NC_074666.1	17004192	R	122	64.75	35.25
NC_074666.1.17246868	NC_074666.1	17246868	R	20	5.00	95.00
NC_074666.1.17347604	NC_074666.1	17347604	F	30	83.33	16.67
NC_074666.1.17347642	NC_074666.1	17347642	F	37	89.19	10.81
NC_074666.1.17347680	NC_074666.1	17347680	F	42	92.86	7.14
NC_074666.1.17347718	NC_074666.1	17347718	F	42	90.48	9.52
NC_074666.1.17347643	NC_074666.1	17347643	R	28	96.43	3.57
NC_074666.1.17347681	NC_074666.1	17347681	R	25	100.00	0.00
NC_074666.1.17347719	NC_074666.1	17347719	R	27	92.59	7.41
NC_074666.1.17790624	NC_074666.1	17790624	F	20	85.00	15.00
NC_074666.1.32893961	NC_074666.1	32893961	F	21	100.00	0.00
NC_074666.1.33091010	NC_074666.1	33091010	R	21	47.62	52.38
NC_074666.1.33091040	NC_074666.1	33091040	R	21	85.71	14.29
NC_074666.1.37056497	NC_074666.1	37056497	F	22	95.45	4.55
NC_074666.1.37056515	NC_074666.1	37056515	F	27	81.48	18.52
NC_074666.1.37056524	NC_074666.1	37056524	F	30	83.33	16.67
NC_074666.1.37056556	NC_074666.1	37056556	F	25	84.00	16.00
NC_074666.1.37056809	NC_074666.1	37056809	F	23	95.65	4.35
NC_074666.1.37056853	NC_074666.1	37056853	F	22	90.91	9.09
NC_074666.1.37056498	NC_074666.1	37056498	R	24	87.50	12.50
NC_074666.1.37056516	NC_074666.1	37056516	R	23	78.26	21.74
NC_074666.1.37056525	NC_074666.1	37056525	R	21	80.95	19.05
NC_074666.1.37056557	NC_074666.1	37056557	R	23	86.96	13.04
NC_074666.1.37056810	NC_074666.1	37056810	R	24	87.50	12.50
NC_074666.1.61813694	NC_074666.1	61813694	F	20	15.00	85.00
NC_074666.1.61813773	NC_074666.1	61813773	F	23	4.35	95.65
NC_074666.1.61814103	NC_074666.1	61814103	F	23	0.00	100.00
NC_074666.1.61814127	NC_074666.1	61814127	F	28	0.00	100.00
NC_074666.1.61814203	NC_074666.1	61814203	F	34	11.76	88.24
NC_074666.1.61814488	NC_074666.1	61814488	F	20	0.00	100.00
NC_074666.1.61814104	NC_074666.1	61814104	R	21	19.05	80.95
NC_074666.1.61814128	NC_074666.1	61814128	R	20	0.00	100.00
NC_074666.1.61814204	NC_074666.1	61814204	R	21	0.00	100.00
NC_074666.1.61814361	NC_074666.1	61814361	R	24	12.50	87.50
NC_074666.1.61814489	NC_074666.1	61814489	R	20	15.00	85.00
NC_074666.1.61943620	NC_074666.1	61943620	F	21	90.48	9.52
NC_074666.1.61943629	NC_074666.1	61943629	F	28	3.57	96.43
