chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.267509	NC_074665.1	267509	F	21	61.90	38.10
NC_074665.1.267558	NC_074665.1	267558	F	23	86.96	13.04
NC_074665.1.1454383	NC_074665.1	1454383	F	26	88.46	11.54
NC_074665.1.1454612	NC_074665.1	1454612	F	24	100.00	0.00
NC_074665.1.1454616	NC_074665.1	1454616	F	21	95.24	4.76
NC_074665.1.1454663	NC_074665.1	1454663	F	26	76.92	23.08
NC_074665.1.1454669	NC_074665.1	1454669	F	21	85.71	14.29
NC_074665.1.1454384	NC_074665.1	1454384	R	21	76.19	23.81
NC_074665.1.1454613	NC_074665.1	1454613	R	28	96.43	3.57
NC_074665.1.1454617	NC_074665.1	1454617	R	28	96.43	3.57
NC_074665.1.1460304	NC_074665.1	1460304	F	20	95.00	5.00
NC_074665.1.1460318	NC_074665.1	1460318	F	20	90.00	10.00
NC_074665.1.3003126	NC_074665.1	3003126	F	27	59.26	40.74
NC_074665.1.3003180	NC_074665.1	3003180	F	52	78.85	21.15
NC_074665.1.3003234	NC_074665.1	3003234	F	50	80.00	20.00
NC_074665.1.5327164	NC_074665.1	5327164	F	22	81.82	18.18
NC_074665.1.5327166	NC_074665.1	5327166	F	23	100.00	0.00
NC_074665.1.5327189	NC_074665.1	5327189	F	31	77.42	22.58
NC_074665.1.5327191	NC_074665.1	5327191	F	27	96.30	3.70
NC_074665.1.5327214	NC_074665.1	5327214	F	28	89.29	10.71
NC_074665.1.5327216	NC_074665.1	5327216	F	31	83.87	16.13
NC_074665.1.5327239	NC_074665.1	5327239	F	27	88.89	11.11
NC_074665.1.5327241	NC_074665.1	5327241	F	29	82.76	17.24
NC_074665.1.5327266	NC_074665.1	5327266	F	24	87.50	12.50
NC_074665.1.5327291	NC_074665.1	5327291	F	22	95.45	4.55
NC_074665.1.7075812	NC_074665.1	7075812	R	21	57.14	42.86
NC_074665.1.7075821	NC_074665.1	7075821	R	24	83.33	16.67
NC_074665.1.7075826	NC_074665.1	7075826	R	22	86.36	13.64
NC_074665.1.7075840	NC_074665.1	7075840	R	23	78.26	21.74
NC_074665.1.7075849	NC_074665.1	7075849	R	24	91.67	8.33
NC_074665.1.7075854	NC_074665.1	7075854	R	23	78.26	21.74
NC_074665.1.7075868	NC_074665.1	7075868	R	25	80.00	20.00
NC_074665.1.7075877	NC_074665.1	7075877	R	22	86.36	13.64
NC_074665.1.7075882	NC_074665.1	7075882	R	23	86.96	13.04
NC_074665.1.7075896	NC_074665.1	7075896	R	25	92.00	8.00
NC_074665.1.7075905	NC_074665.1	7075905	R	23	91.30	8.70
NC_074665.1.7075910	NC_074665.1	7075910	R	23	86.96	13.04
NC_074665.1.7075924	NC_074665.1	7075924	R	22	86.36	13.64
NC_074665.1.7075933	NC_074665.1	7075933	R	21	90.48	9.52
NC_074665.1.7488799	NC_074665.1	7488799	F	22	40.91	59.09
NC_074665.1.7488816	NC_074665.1	7488816	F	22	31.82	68.18
NC_074665.1.7488833	NC_074665.1	7488833	F	20	35.00	65.00
