chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.266067	NC_074665.1	266067	R	24	75.00	25.00
NC_074665.1.267509	NC_074665.1	267509	F	24	75.00	25.00
NC_074665.1.267558	NC_074665.1	267558	F	25	92.00	8.00
NC_074665.1.3003180	NC_074665.1	3003180	F	37	83.78	16.22
NC_074665.1.3003234	NC_074665.1	3003234	F	36	80.56	19.44
NC_074665.1.7075821	NC_074665.1	7075821	R	22	100.00	0.00
NC_074665.1.7075826	NC_074665.1	7075826	R	22	95.45	4.55
NC_074665.1.7075840	NC_074665.1	7075840	R	20	100.00	0.00
NC_074665.1.7075849	NC_074665.1	7075849	R	26	96.15	3.85
NC_074665.1.7075854	NC_074665.1	7075854	R	23	95.65	4.35
NC_074665.1.7075868	NC_074665.1	7075868	R	26	100.00	0.00
NC_074665.1.7075877	NC_074665.1	7075877	R	27	92.59	7.41
NC_074665.1.7075882	NC_074665.1	7075882	R	21	100.00	0.00
NC_074665.1.7075896	NC_074665.1	7075896	R	27	100.00	0.00
NC_074665.1.7075905	NC_074665.1	7075905	R	26	96.15	3.85
NC_074665.1.7075910	NC_074665.1	7075910	R	23	91.30	8.70
NC_074665.1.7075924	NC_074665.1	7075924	R	25	96.00	4.00
NC_074665.1.7075933	NC_074665.1	7075933	R	23	100.00	0.00
NC_074665.1.7075938	NC_074665.1	7075938	R	20	100.00	0.00
NC_074665.1.7488799	NC_074665.1	7488799	F	44	56.82	43.18
NC_074665.1.7488816	NC_074665.1	7488816	F	44	52.27	47.73
NC_074665.1.7488833	NC_074665.1	7488833	F	51	58.82	41.18
NC_074665.1.7488850	NC_074665.1	7488850	F	54	59.26	40.74
NC_074665.1.7488867	NC_074665.1	7488867	F	46	60.87	39.13
NC_074665.1.7488884	NC_074665.1	7488884	F	51	47.06	52.94
NC_074665.1.7488901	NC_074665.1	7488901	F	52	61.54	38.46
NC_074665.1.7488918	NC_074665.1	7488918	F	50	56.00	44.00
NC_074665.1.7488935	NC_074665.1	7488935	F	46	39.13	60.87
NC_074665.1.7490125	NC_074665.1	7490125	F	20	75.00	25.00
NC_074665.1.7530819	NC_074665.1	7530819	R	21	85.71	14.29
NC_074665.1.25389449	NC_074665.1	25389449	F	23	52.17	47.83
NC_074665.1.36978296	NC_074665.1	36978296	F	21	0.00	100.00
NC_074665.1.38981228	NC_074665.1	38981228	F	22	100.00	0.00
NC_074665.1.38981535	NC_074665.1	38981535	F	20	100.00	0.00
NC_074665.1.38981548	NC_074665.1	38981548	F	22	81.82	18.18
NC_074665.1.38981560	NC_074665.1	38981560	F	20	100.00	0.00
NC_074665.1.38981574	NC_074665.1	38981574	F	24	83.33	16.67
NC_074665.1.38981599	NC_074665.1	38981599	F	22	90.91	9.09
NC_074665.1.38981604	NC_074665.1	38981604	F	22	90.91	9.09
NC_074665.1.38981608	NC_074665.1	38981608	F	21	95.24	4.76
NC_074665.1.50386818	NC_074665.1	50386818	F	20	100.00	0.00
