chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.266067	NC_074665.1	266067	R	43	76.74	23.26
NC_074665.1.267509	NC_074665.1	267509	F	34	88.24	11.76
NC_074665.1.267558	NC_074665.1	267558	F	29	86.21	13.79
NC_074665.1.267510	NC_074665.1	267510	R	26	69.23	30.77
NC_074665.1.267559	NC_074665.1	267559	R	27	81.48	18.52
NC_074665.1.1454384	NC_074665.1	1454384	R	22	86.36	13.64
NC_074665.1.1454664	NC_074665.1	1454664	R	20	85.00	15.00
NC_074665.1.3003126	NC_074665.1	3003126	F	30	80.00	20.00
NC_074665.1.3003180	NC_074665.1	3003180	F	66	75.76	24.24
NC_074665.1.3003234	NC_074665.1	3003234	F	63	84.13	15.87
NC_074665.1.3003288	NC_074665.1	3003288	F	22	72.73	27.27
NC_074665.1.3003450	NC_074665.1	3003450	F	22	86.36	13.64
NC_074665.1.5070419	NC_074665.1	5070419	R	21	28.57	71.43
NC_074665.1.7426817	NC_074665.1	7426817	R	32	59.38	40.62
NC_074665.1.7426865	NC_074665.1	7426865	R	30	96.67	3.33
NC_074665.1.7530819	NC_074665.1	7530819	R	20	75.00	25.00
NC_074665.1.19879818	NC_074665.1	19879818	R	26	69.23	30.77
NC_074665.1.19879868	NC_074665.1	19879868	R	24	20.83	79.17
NC_074665.1.30758331	NC_074665.1	30758331	F	21	95.24	4.76
NC_074665.1.30758336	NC_074665.1	30758336	F	20	85.00	15.00
NC_074665.1.30758350	NC_074665.1	30758350	F	20	80.00	20.00
NC_074665.1.30758355	NC_074665.1	30758355	F	20	80.00	20.00
NC_074665.1.38981575	NC_074665.1	38981575	R	22	86.36	13.64
NC_074665.1.38981600	NC_074665.1	38981600	R	22	95.45	4.55
NC_074665.1.38981605	NC_074665.1	38981605	R	21	100.00	0.00
NC_074665.1.38981609	NC_074665.1	38981609	R	22	95.45	4.55
NC_074665.1.45225816	NC_074665.1	45225816	F	24	66.67	33.33
NC_074665.1.45225817	NC_074665.1	45225817	R	22	68.18	31.82
NC_074665.1.45226003	NC_074665.1	45226003	R	20	95.00	5.00
NC_074665.1.50386821	NC_074665.1	50386821	F	20	100.00	0.00
NC_074665.1.50386824	NC_074665.1	50386824	F	23	100.00	0.00
NC_074665.1.50386836	NC_074665.1	50386836	F	22	100.00	0.00
NC_074665.1.50386842	NC_074665.1	50386842	F	21	100.00	0.00
NC_074665.1.50386845	NC_074665.1	50386845	F	20	95.00	5.00
NC_074665.1.50386860	NC_074665.1	50386860	F	20	95.00	5.00
NC_074665.1.50386866	NC_074665.1	50386866	F	21	95.24	4.76
NC_074665.1.50388175	NC_074665.1	50388175	R	20	95.00	5.00
NC_074665.1.50388218	NC_074665.1	50388218	R	24	95.83	4.17
NC_074665.1.50388222	NC_074665.1	50388222	R	25	88.00	12.00
NC_074665.1.50388225	NC_074665.1	50388225	R	24	87.50	12.50
NC_074665.1.50388228	NC_074665.1	50388228	R	24	91.67	8.33
NC_074665.1.50388231	NC_074665.1	50388231	R	24	87.50	12.50
NC_074665.1.50388234	NC_074665.1	50388234	R	24	91.67	8.33
NC_074665.1.50388240	NC_074665.1	50388240	R	25	88.00	12.00
NC_074665.1.50388247	NC_074665.1	50388247	R	23	91.30	8.70
NC_074665.1.50388253	NC_074665.1	50388253	R	22	90.91	9.09
NC_074665.1.50388260	NC_074665.1	50388260	R	23	91.30	8.70
NC_074665.1.50388265	NC_074665.1	50388265	R	21	85.71	14.29
NC_074665.1.54489693	NC_074665.1	54489693	F	20	85.00	15.00
NC_074665.1.54489385	NC_074665.1	54489385	R	21	71.43	28.57
NC_074665.1.61505867	NC_074665.1	61505867	F	20	80.00	20.00
NC_074665.1.67592096	NC_074665.1	67592096	F	24	100.00	0.00
NC_074665.1.67592104	NC_074665.1	67592104	F	23	95.65	4.35
NC_074665.1.67592111	NC_074665.1	67592111	F	23	95.65	4.35
NC_074665.1.67592156	NC_074665.1	67592156	F	21	90.48	9.52
NC_074665.1.69480459	NC_074665.1	69480459	F	23	78.26	21.74
NC_074665.1.69482361	NC_074665.1	69482361	F	46	76.09	23.91
NC_074665.1.69482661	NC_074665.1	69482661	F	25	52.00	48.00
NC_074665.1.69482362	NC_074665.1	69482362	R	55	54.55	45.45
NC_074665.1.69482662	NC_074665.1	69482662	R	24	66.67	33.33
NC_074665.1.77994077	NC_074665.1	77994077	F	21	71.43	28.57
NC_074665.1.77994104	NC_074665.1	77994104	F	25	88.00	12.00
NC_074665.1.77994158	NC_074665.1	77994158	F	25	84.00	16.00
NC_074665.1.77994185	NC_074665.1	77994185	F	21	90.48	9.52
