chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.265889	NC_074665.1	265889	R	21	66.67	33.33
NC_074665.1.266067	NC_074665.1	266067	R	43	74.42	25.58
NC_074665.1.267509	NC_074665.1	267509	F	42	69.05	30.95
NC_074665.1.267558	NC_074665.1	267558	F	51	86.27	13.73
NC_074665.1.267510	NC_074665.1	267510	R	48	52.08	47.92
NC_074665.1.267559	NC_074665.1	267559	R	43	76.74	23.26
NC_074665.1.962307	NC_074665.1	962307	F	24	25.00	75.00
NC_074665.1.3003126	NC_074665.1	3003126	F	24	75.00	25.00
NC_074665.1.3003180	NC_074665.1	3003180	F	42	78.57	21.43
NC_074665.1.3003234	NC_074665.1	3003234	F	39	82.05	17.95
NC_074665.1.3003288	NC_074665.1	3003288	F	24	66.67	33.33
NC_074665.1.4933822	NC_074665.1	4933822	R	23	0.00	100.00
NC_074665.1.5327164	NC_074665.1	5327164	F	21	90.48	9.52
NC_074665.1.5327166	NC_074665.1	5327166	F	25	92.00	8.00
NC_074665.1.5327189	NC_074665.1	5327189	F	30	83.33	16.67
NC_074665.1.5327191	NC_074665.1	5327191	F	31	90.32	9.68
NC_074665.1.5327214	NC_074665.1	5327214	F	31	80.65	19.35
NC_074665.1.5327216	NC_074665.1	5327216	F	31	96.77	3.23
NC_074665.1.5327239	NC_074665.1	5327239	F	30	86.67	13.33
NC_074665.1.5327241	NC_074665.1	5327241	F	33	87.88	12.12
NC_074665.1.5327266	NC_074665.1	5327266	F	30	86.67	13.33
NC_074665.1.5327291	NC_074665.1	5327291	F	26	84.62	15.38
NC_074665.1.6905180	NC_074665.1	6905180	R	22	90.91	9.09
NC_074665.1.6905222	NC_074665.1	6905222	R	21	85.71	14.29
NC_074665.1.6905264	NC_074665.1	6905264	R	24	95.83	4.17
NC_074665.1.7075821	NC_074665.1	7075821	R	20	100.00	0.00
NC_074665.1.7075868	NC_074665.1	7075868	R	20	100.00	0.00
NC_074665.1.7075877	NC_074665.1	7075877	R	20	100.00	0.00
NC_074665.1.7075905	NC_074665.1	7075905	R	23	86.96	13.04
NC_074665.1.7075924	NC_074665.1	7075924	R	21	100.00	0.00
NC_074665.1.7488850	NC_074665.1	7488850	F	20	80.00	20.00
NC_074665.1.7488867	NC_074665.1	7488867	F	22	95.45	4.55
NC_074665.1.7488884	NC_074665.1	7488884	F	21	80.95	19.05
NC_074665.1.7488901	NC_074665.1	7488901	F	21	80.95	19.05
NC_074665.1.7613807	NC_074665.1	7613807	R	23	65.22	34.78
NC_074665.1.7613904	NC_074665.1	7613904	R	30	53.33	46.67
NC_074665.1.7614357	NC_074665.1	7614357	R	26	61.54	38.46
NC_074665.1.19879818	NC_074665.1	19879818	R	20	80.00	20.00
NC_074665.1.19879868	NC_074665.1	19879868	R	21	33.33	66.67
NC_074665.1.35974812	NC_074665.1	35974812	F	21	100.00	0.00
NC_074665.1.35974815	NC_074665.1	35974815	F	22	95.45	4.55
NC_074665.1.35974838	NC_074665.1	35974838	F	21	85.71	14.29
NC_074665.1.35974851	NC_074665.1	35974851	F	24	87.50	12.50
NC_074665.1.35975154	NC_074665.1	35975154	F	25	88.00	12.00
NC_074665.1.35975159	NC_074665.1	35975159	F	23	82.61	17.39
NC_074665.1.35975204	NC_074665.1	35975204	F	22	86.36	13.64
NC_074665.1.38981560	NC_074665.1	38981560	F	20	80.00	20.00
NC_074665.1.38981574	NC_074665.1	38981574	F	20	80.00	20.00
NC_074665.1.50388165	NC_074665.1	50388165	R	20	90.00	10.00
NC_074665.1.50388175	NC_074665.1	50388175	R	22	100.00	0.00
NC_074665.1.50388218	NC_074665.1	50388218	R	31	96.77	3.23
NC_074665.1.50388222	NC_074665.1	50388222	R	33	96.97	3.03
NC_074665.1.50388225	NC_074665.1	50388225	R	33	96.97	3.03
NC_074665.1.50388228	NC_074665.1	50388228	R	33	96.97	3.03
NC_074665.1.50388231	NC_074665.1	50388231	R	32	100.00	0.00
NC_074665.1.50388234	NC_074665.1	50388234	R	32	100.00	0.00
NC_074665.1.50388240	NC_074665.1	50388240	R	30	100.00	0.00
NC_074665.1.50388247	NC_074665.1	50388247	R	29	100.00	0.00
NC_074665.1.50388253	NC_074665.1	50388253	R	30	100.00	0.00
NC_074665.1.50388260	NC_074665.1	50388260	R	28	96.43	3.57
NC_074665.1.50388265	NC_074665.1	50388265	R	27	100.00	0.00
NC_074665.1.50388282	NC_074665.1	50388282	R	20	100.00	0.00
NC_074665.1.54489339	NC_074665.1	54489339	F	20	95.00	5.00
NC_074665.1.54489384	NC_074665.1	54489384	F	21	90.48	9.52
NC_074665.1.54489693	NC_074665.1	54489693	F	22	81.82	18.18
NC_074665.1.54489332	NC_074665.1	54489332	R	27	85.19	14.81
NC_074665.1.54489340	NC_074665.1	54489340	R	27	96.30	3.70
NC_074665.1.54489619	NC_074665.1	54489619	R	23	95.65	4.35
NC_074665.1.54489623	NC_074665.1	54489623	R	25	100.00	0.00
NC_074665.1.54489640	NC_074665.1	54489640	R	24	95.83	4.17
