chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.266067	NC_074665.1	266067	R	31	90.32	9.68
NC_074665.1.267509	NC_074665.1	267509	F	38	71.05	28.95
NC_074665.1.267558	NC_074665.1	267558	F	34	82.35	17.65
NC_074665.1.267510	NC_074665.1	267510	R	44	59.09	40.91
NC_074665.1.267559	NC_074665.1	267559	R	44	79.55	20.45
NC_074665.1.1454613	NC_074665.1	1454613	R	21	95.24	4.76
NC_074665.1.1454617	NC_074665.1	1454617	R	22	95.45	4.55
NC_074665.1.1454664	NC_074665.1	1454664	R	21	95.24	4.76
NC_074665.1.1454670	NC_074665.1	1454670	R	21	95.24	4.76
NC_074665.1.3003180	NC_074665.1	3003180	F	29	72.41	27.59
NC_074665.1.3003234	NC_074665.1	3003234	F	27	55.56	44.44
NC_074665.1.5070419	NC_074665.1	5070419	R	20	55.00	45.00
NC_074665.1.6905264	NC_074665.1	6905264	R	20	80.00	20.00
NC_074665.1.7075812	NC_074665.1	7075812	R	31	100.00	0.00
NC_074665.1.7075821	NC_074665.1	7075821	R	33	100.00	0.00
NC_074665.1.7075826	NC_074665.1	7075826	R	29	100.00	0.00
NC_074665.1.7075840	NC_074665.1	7075840	R	34	100.00	0.00
NC_074665.1.7075849	NC_074665.1	7075849	R	36	97.22	2.78
NC_074665.1.7075854	NC_074665.1	7075854	R	34	100.00	0.00
NC_074665.1.7075868	NC_074665.1	7075868	R	34	97.06	2.94
NC_074665.1.7075877	NC_074665.1	7075877	R	36	94.44	5.56
NC_074665.1.7075882	NC_074665.1	7075882	R	37	100.00	0.00
NC_074665.1.7075896	NC_074665.1	7075896	R	37	100.00	0.00
NC_074665.1.7075905	NC_074665.1	7075905	R	39	94.87	5.13
NC_074665.1.7075910	NC_074665.1	7075910	R	32	96.88	3.12
NC_074665.1.7075924	NC_074665.1	7075924	R	36	100.00	0.00
NC_074665.1.7075933	NC_074665.1	7075933	R	35	91.43	8.57
NC_074665.1.7075938	NC_074665.1	7075938	R	29	100.00	0.00
NC_074665.1.7426817	NC_074665.1	7426817	R	36	50.00	50.00
NC_074665.1.7426865	NC_074665.1	7426865	R	35	94.29	5.71
NC_074665.1.7426913	NC_074665.1	7426913	R	29	89.66	10.34
NC_074665.1.7613904	NC_074665.1	7613904	R	20	70.00	30.00
NC_074665.1.7614357	NC_074665.1	7614357	R	25	80.00	20.00
NC_074665.1.7882480	NC_074665.1	7882480	F	24	100.00	0.00
NC_074665.1.7882520	NC_074665.1	7882520	F	25	96.00	4.00
NC_074665.1.7882560	NC_074665.1	7882560	F	27	100.00	0.00
NC_074665.1.7882561	NC_074665.1	7882561	R	23	100.00	0.00
NC_074665.1.7882601	NC_074665.1	7882601	R	21	100.00	0.00
NC_074665.1.11831467	NC_074665.1	11831467	R	20	95.00	5.00
NC_074665.1.11831471	NC_074665.1	11831471	R	21	90.48	9.52
NC_074665.1.22897942	NC_074665.1	22897942	R	20	80.00	20.00
NC_074665.1.22897981	NC_074665.1	22897981	R	22	50.00	50.00
NC_074665.1.22898026	NC_074665.1	22898026	R	21	66.67	33.33
NC_074665.1.22898032	NC_074665.1	22898032	R	22	72.73	27.27
NC_074665.1.35586225	NC_074665.1	35586225	R	20	90.00	10.00
NC_074665.1.50386836	NC_074665.1	50386836	F	21	100.00	0.00
NC_074665.1.50386842	NC_074665.1	50386842	F	23	100.00	0.00
NC_074665.1.50386845	NC_074665.1	50386845	F	20	100.00	0.00
NC_074665.1.50386849	NC_074665.1	50386849	F	21	100.00	0.00
NC_074665.1.50386860	NC_074665.1	50386860	F	20	95.00	5.00
NC_074665.1.50388143	NC_074665.1	50388143	R	21	90.48	9.52
NC_074665.1.50388165	NC_074665.1	50388165	R	22	95.45	4.55
NC_074665.1.50388175	NC_074665.1	50388175	R	25	96.00	4.00
NC_074665.1.50388218	NC_074665.1	50388218	R	28	89.29	10.71
NC_074665.1.50388222	NC_074665.1	50388222	R	28	85.71	14.29
NC_074665.1.50388225	NC_074665.1	50388225	R	30	90.00	10.00
NC_074665.1.50388228	NC_074665.1	50388228	R	30	93.33	6.67
NC_074665.1.50388231	NC_074665.1	50388231	R	32	87.50	12.50
NC_074665.1.50388234	NC_074665.1	50388234	R	31	90.32	9.68
NC_074665.1.50388240	NC_074665.1	50388240	R	29	93.10	6.90
NC_074665.1.50388247	NC_074665.1	50388247	R	27	100.00	0.00
NC_074665.1.50388253	NC_074665.1	50388253	R	24	95.83	4.17
NC_074665.1.50388260	NC_074665.1	50388260	R	22	100.00	0.00
NC_074665.1.50388265	NC_074665.1	50388265	R	22	95.45	4.55
NC_074665.1.56742785	NC_074665.1	56742785	R	22	100.00	0.00
NC_074665.1.56742813	NC_074665.1	56742813	R	24	100.00	0.00
NC_074665.1.56742816	NC_074665.1	56742816	R	21	95.24	4.76
NC_074665.1.56742818	NC_074665.1	56742818	R	23	86.96	13.04
NC_074665.1.56743039	NC_074665.1	56743039	R	21	100.00	0.00
NC_074665.1.56743061	NC_074665.1	56743061	R	22	95.45	4.55
NC_074665.1.56743092	NC_074665.1	56743092	R	21	100.00	0.00
NC_074665.1.56743103	NC_074665.1	56743103	R	20	90.00	10.00
NC_074665.1.61505151	NC_074665.1	61505151	F	21	90.48	9.52
NC_074665.1.61506726	NC_074665.1	61506726	F	31	87.10	12.90
NC_074665.1.61509415	NC_074665.1	61509415	F	21	80.95	19.05
NC_074665.1.61509450	NC_074665.1	61509450	F	26	92.31	7.69
NC_074665.1.61509555	NC_074665.1	61509555	F	28	82.14	17.86
NC_074665.1.61509729	NC_074665.1	61509729	F	22	81.82	18.18
NC_074665.1.67592096	NC_074665.1	67592096	F	20	100.00	0.00
NC_074665.1.67592104	NC_074665.1	67592104	F	26	96.15	3.85
NC_074665.1.67592111	NC_074665.1	67592111	F	25	96.00	4.00
NC_074665.1.67592156	NC_074665.1	67592156	F	29	86.21	13.79
NC_074665.1.69327454	NC_074665.1	69327454	R	25	44.00	56.00
NC_074665.1.69327496	NC_074665.1	69327496	R	20	80.00	20.00
NC_074665.1.69327678	NC_074665.1	69327678	R	20	95.00	5.00
NC_074665.1.69327739	NC_074665.1	69327739	R	23	91.30	8.70
NC_074665.1.69482361	NC_074665.1	69482361	F	40	57.50	42.50
NC_074665.1.69482661	NC_074665.1	69482661	F	44	70.45	29.55
NC_074665.1.69482362	NC_074665.1	69482362	R	42	78.57	21.43
NC_074665.1.69482662	NC_074665.1	69482662	R	34	50.00	50.00
NC_074665.1.72952008	NC_074665.1	72952008	F	25	88.00	12.00
NC_074665.1.72952018	NC_074665.1	72952018	F	24	91.67	8.33
NC_074665.1.72952029	NC_074665.1	72952029	F	25	100.00	0.00
NC_074665.1.72952041	NC_074665.1	72952041	F	22	95.45	4.55
NC_074665.1.72952048	NC_074665.1	72952048	F	24	91.67	8.33
NC_074665.1.72952053	NC_074665.1	72952053	F	25	96.00	4.00
NC_074665.1.72952059	NC_074665.1	72952059	F	20	80.00	20.00
NC_074665.1.72952076	NC_074665.1	72952076	F	21	95.24	4.76
NC_074665.1.72952250	NC_074665.1	72952250	F	23	82.61	17.39
NC_074665.1.72952279	NC_074665.1	72952279	F	24	79.17	20.83
NC_074665.1.72952302	NC_074665.1	72952302	F	20	85.00	15.00
NC_074665.1.77268510	NC_074665.1	77268510	F	21	61.90	38.10
NC_074665.1.77268524	NC_074665.1	77268524	F	23	47.83	52.17
NC_074665.1.77268564	NC_074665.1	77268564	F	26	65.38	34.62
NC_074665.1.77268618	NC_074665.1	77268618	F	22	54.55	45.45
