chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.267509	NC_074665.1	267509	F	30	70.00	30.00
NC_074665.1.267558	NC_074665.1	267558	F	27	85.19	14.81
NC_074665.1.266067	NC_074665.1	266067	R	22	86.36	13.64
NC_074665.1.2378105	NC_074665.1	2378105	R	27	11.11	88.89
NC_074665.1.2378158	NC_074665.1	2378158	R	29	17.24	82.76
NC_074665.1.2378691	NC_074665.1	2378691	R	24	4.17	95.83
NC_074665.1.2378744	NC_074665.1	2378744	R	25	12.00	88.00
NC_074665.1.3003180	NC_074665.1	3003180	F	43	72.09	27.91
NC_074665.1.3003234	NC_074665.1	3003234	F	45	64.44	35.56
NC_074665.1.3003288	NC_074665.1	3003288	F	21	71.43	28.57
NC_074665.1.4933822	NC_074665.1	4933822	R	21	0.00	100.00
NC_074665.1.6905179	NC_074665.1	6905179	F	21	85.71	14.29
NC_074665.1.6905221	NC_074665.1	6905221	F	21	90.48	9.52
NC_074665.1.6905263	NC_074665.1	6905263	F	20	95.00	5.00
NC_074665.1.7530819	NC_074665.1	7530819	R	22	72.73	27.27
NC_074665.1.7613807	NC_074665.1	7613807	R	22	45.45	54.55
NC_074665.1.15791063	NC_074665.1	15791063	F	25	76.00	24.00
NC_074665.1.35171367	NC_074665.1	35171367	F	20	100.00	0.00
NC_074665.1.35171376	NC_074665.1	35171376	F	20	90.00	10.00
NC_074665.1.35171400	NC_074665.1	35171400	F	21	95.24	4.76
NC_074665.1.35171679	NC_074665.1	35171679	F	21	90.48	9.52
NC_074665.1.35171368	NC_074665.1	35171368	R	23	86.96	13.04
NC_074665.1.35171401	NC_074665.1	35171401	R	21	95.24	4.76
NC_074665.1.35171680	NC_074665.1	35171680	R	23	91.30	8.70
NC_074665.1.45225817	NC_074665.1	45225817	R	20	85.00	15.00
NC_074665.1.50386812	NC_074665.1	50386812	F	20	100.00	0.00
NC_074665.1.50386818	NC_074665.1	50386818	F	22	95.45	4.55
NC_074665.1.50386821	NC_074665.1	50386821	F	21	100.00	0.00
NC_074665.1.50386824	NC_074665.1	50386824	F	20	100.00	0.00
NC_074665.1.50386836	NC_074665.1	50386836	F	21	95.24	4.76
NC_074665.1.50386842	NC_074665.1	50386842	F	21	95.24	4.76
NC_074665.1.50386845	NC_074665.1	50386845	F	22	100.00	0.00
NC_074665.1.54489385	NC_074665.1	54489385	R	21	76.19	23.81
NC_074665.1.67592096	NC_074665.1	67592096	F	21	100.00	0.00
NC_074665.1.67592104	NC_074665.1	67592104	F	23	100.00	0.00
NC_074665.1.67592111	NC_074665.1	67592111	F	22	95.45	4.55
NC_074665.1.69327453	NC_074665.1	69327453	F	21	42.86	57.14
NC_074665.1.69327738	NC_074665.1	69327738	F	20	75.00	25.00
NC_074665.1.75789829	NC_074665.1	75789829	R	22	86.36	13.64
NC_074665.1.75983295	NC_074665.1	75983295	F	24	95.83	4.17
NC_074665.1.78902087	NC_074665.1	78902087	F	20	45.00	55.00
NC_074665.1.78901478	NC_074665.1	78901478	R	31	48.39	51.61
NC_074665.1.78901542	NC_074665.1	78901542	R	22	68.18	31.82
NC_074665.1.78902088	NC_074665.1	78902088	R	23	52.17	47.83
NC_074665.1.85433197	NC_074665.1	85433197	R	20	75.00	25.00
NC_074665.1.85435112	NC_074665.1	85435112	F	25	44.00	56.00
NC_074665.1.85435208	NC_074665.1	85435208	F	46	34.78	65.22
NC_074665.1.86570231	NC_074665.1	86570231	F	27	92.59	7.41
NC_074665.1.86570261	NC_074665.1	86570261	F	23	91.30	8.70
NC_074665.1.86570321	NC_074665.1	86570321	F	20	90.00	10.00
NC_074665.1.89553702	NC_074665.1	89553702	R	21	100.00	0.00
NC_074665.1.92377200	NC_074665.1	92377200	F	26	92.31	7.69
