chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.266067	NC_074665.1	266067	R	49	81.63	18.37
NC_074665.1.267509	NC_074665.1	267509	F	41	75.61	24.39
NC_074665.1.267558	NC_074665.1	267558	F	39	79.49	20.51
NC_074665.1.267510	NC_074665.1	267510	R	36	58.33	41.67
NC_074665.1.267559	NC_074665.1	267559	R	31	80.65	19.35
NC_074665.1.1454383	NC_074665.1	1454383	F	28	92.86	7.14
NC_074665.1.1454663	NC_074665.1	1454663	F	25	68.00	32.00
NC_074665.1.1454669	NC_074665.1	1454669	F	26	76.92	23.08
NC_074665.1.1454384	NC_074665.1	1454384	R	22	95.45	4.55
NC_074665.1.1454613	NC_074665.1	1454613	R	23	86.96	13.04
NC_074665.1.1454617	NC_074665.1	1454617	R	25	92.00	8.00
NC_074665.1.1454664	NC_074665.1	1454664	R	22	77.27	22.73
NC_074665.1.1454670	NC_074665.1	1454670	R	23	86.96	13.04
NC_074665.1.3003126	NC_074665.1	3003126	F	27	81.48	18.52
NC_074665.1.3003180	NC_074665.1	3003180	F	63	76.19	23.81
NC_074665.1.3003234	NC_074665.1	3003234	F	71	76.06	23.94
NC_074665.1.3003288	NC_074665.1	3003288	F	28	75.00	25.00
NC_074665.1.3003396	NC_074665.1	3003396	F	20	70.00	30.00
NC_074665.1.4503957	NC_074665.1	4503957	R	20	80.00	20.00
NC_074665.1.4505320	NC_074665.1	4505320	R	20	85.00	15.00
NC_074665.1.4866770	NC_074665.1	4866770	F	21	85.71	14.29
NC_074665.1.4866771	NC_074665.1	4866771	R	21	66.67	33.33
NC_074665.1.6905180	NC_074665.1	6905180	R	24	87.50	12.50
NC_074665.1.6905222	NC_074665.1	6905222	R	23	82.61	17.39
NC_074665.1.6905264	NC_074665.1	6905264	R	22	72.73	27.27
NC_074665.1.7075840	NC_074665.1	7075840	R	21	95.24	4.76
NC_074665.1.7075849	NC_074665.1	7075849	R	24	91.67	8.33
NC_074665.1.7075854	NC_074665.1	7075854	R	22	95.45	4.55
NC_074665.1.7075868	NC_074665.1	7075868	R	23	95.65	4.35
NC_074665.1.7075877	NC_074665.1	7075877	R	26	88.46	11.54
NC_074665.1.7075882	NC_074665.1	7075882	R	25	92.00	8.00
NC_074665.1.7075896	NC_074665.1	7075896	R	25	96.00	4.00
NC_074665.1.7075905	NC_074665.1	7075905	R	23	95.65	4.35
NC_074665.1.7075910	NC_074665.1	7075910	R	21	95.24	4.76
NC_074665.1.7075924	NC_074665.1	7075924	R	20	95.00	5.00
NC_074665.1.7075933	NC_074665.1	7075933	R	25	92.00	8.00
