chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.267509	NC_074665.1	267509	F	27	48.15	51.85
NC_074665.1.267558	NC_074665.1	267558	F	26	88.46	11.54
NC_074665.1.267510	NC_074665.1	267510	R	27	62.96	37.04
NC_074665.1.267559	NC_074665.1	267559	R	25	92.00	8.00
NC_074665.1.1454383	NC_074665.1	1454383	F	20	90.00	10.00
NC_074665.1.1454613	NC_074665.1	1454613	R	21	95.24	4.76
NC_074665.1.1454617	NC_074665.1	1454617	R	21	80.95	19.05
NC_074665.1.1460295	NC_074665.1	1460295	F	20	75.00	25.00
NC_074665.1.1460304	NC_074665.1	1460304	F	22	86.36	13.64
NC_074665.1.1460318	NC_074665.1	1460318	F	22	86.36	13.64
NC_074665.1.1460017	NC_074665.1	1460017	R	20	60.00	40.00
NC_074665.1.1460299	NC_074665.1	1460299	R	21	80.95	19.05
NC_074665.1.1460305	NC_074665.1	1460305	R	20	90.00	10.00
NC_074665.1.1460330	NC_074665.1	1460330	R	20	100.00	0.00
NC_074665.1.3003180	NC_074665.1	3003180	F	62	72.58	27.42
NC_074665.1.3003234	NC_074665.1	3003234	F	63	76.19	23.81
NC_074665.1.3003288	NC_074665.1	3003288	F	26	76.92	23.08
NC_074665.1.5767470	NC_074665.1	5767470	R	20	55.00	45.00
NC_074665.1.6905222	NC_074665.1	6905222	R	20	90.00	10.00
NC_074665.1.7426817	NC_074665.1	7426817	R	24	50.00	50.00
NC_074665.1.7426865	NC_074665.1	7426865	R	24	79.17	20.83
NC_074665.1.7488816	NC_074665.1	7488816	F	24	58.33	41.67
NC_074665.1.7488833	NC_074665.1	7488833	F	23	56.52	43.48
NC_074665.1.7488850	NC_074665.1	7488850	F	21	52.38	47.62
NC_074665.1.7488867	NC_074665.1	7488867	F	22	45.45	54.55
NC_074665.1.7488884	NC_074665.1	7488884	F	23	39.13	60.87
NC_074665.1.7488935	NC_074665.1	7488935	F	21	42.86	57.14
NC_074665.1.7613807	NC_074665.1	7613807	R	30	66.67	33.33
NC_074665.1.7613904	NC_074665.1	7613904	R	35	57.14	42.86
NC_074665.1.10091964	NC_074665.1	10091964	R	20	100.00	0.00
NC_074665.1.35586225	NC_074665.1	35586225	R	22	81.82	18.18
NC_074665.1.38552975	NC_074665.1	38552975	R	26	100.00	0.00
NC_074665.1.38552983	NC_074665.1	38552983	R	25	92.00	8.00
NC_074665.1.38552993	NC_074665.1	38552993	R	24	87.50	12.50
NC_074665.1.38553000	NC_074665.1	38553000	R	21	85.71	14.29
NC_074665.1.38553015	NC_074665.1	38553015	R	20	95.00	5.00
NC_074665.1.38981586	NC_074665.1	38981586	F	20	25.00	75.00
NC_074665.1.38981575	NC_074665.1	38981575	R	20	85.00	15.00
NC_074665.1.38981587	NC_074665.1	38981587	R	20	0.00	100.00
NC_074665.1.38981600	NC_074665.1	38981600	R	21	80.95	19.05
NC_074665.1.38981605	NC_074665.1	38981605	R	20	90.00	10.00
NC_074665.1.42358574	NC_074665.1	42358574	R	23	86.96	13.04
NC_074665.1.42358597	NC_074665.1	42358597	R	27	92.59	7.41
NC_074665.1.42358644	NC_074665.1	42358644	R	21	95.24	4.76
NC_074665.1.42358653	NC_074665.1	42358653	R	24	91.67	8.33
NC_074665.1.42358670	NC_074665.1	42358670	R	23	95.65	4.35
NC_074665.1.42358899	NC_074665.1	42358899	R	25	96.00	4.00
NC_074665.1.42358920	NC_074665.1	42358920	R	30	80.00	20.00
NC_074665.1.42358943	NC_074665.1	42358943	R	26	88.46	11.54
NC_074665.1.42358992	NC_074665.1	42358992	R	21	90.48	9.52
NC_074665.1.45225817	NC_074665.1	45225817	R	23	60.87	39.13
NC_074665.1.45226003	NC_074665.1	45226003	R	26	92.31	7.69
NC_074665.1.48354628	NC_074665.1	48354628	R	20	85.00	15.00
NC_074665.1.48354659	NC_074665.1	48354659	R	24	83.33	16.67
NC_074665.1.48354695	NC_074665.1	48354695	R	24	83.33	16.67
NC_074665.1.48354701	NC_074665.1	48354701	R	23	91.30	8.70
NC_074665.1.48354914	NC_074665.1	48354914	R	26	88.46	11.54
NC_074665.1.48354920	NC_074665.1	48354920	R	27	88.89	11.11
NC_074665.1.50388218	NC_074665.1	50388218	R	24	100.00	0.00
NC_074665.1.50388222	NC_074665.1	50388222	R	25	96.00	4.00
NC_074665.1.50388225	NC_074665.1	50388225	R	26	100.00	0.00
NC_074665.1.50388228	NC_074665.1	50388228	R	26	100.00	0.00
NC_074665.1.50388231	NC_074665.1	50388231	R	25	100.00	0.00
NC_074665.1.50388234	NC_074665.1	50388234	R	25	100.00	0.00
NC_074665.1.50388240	NC_074665.1	50388240	R	22	100.00	0.00
NC_074665.1.50388247	NC_074665.1	50388247	R	23	100.00	0.00
NC_074665.1.50388253	NC_074665.1	50388253	R	20	100.00	0.00
NC_074665.1.50954093	NC_074665.1	50954093	F	21	85.71	14.29
NC_074665.1.50954098	NC_074665.1	50954098	F	20	90.00	10.00
NC_074665.1.50954114	NC_074665.1	50954114	F	21	80.95	19.05
NC_074665.1.50954131	NC_074665.1	50954131	F	22	86.36	13.64
NC_074665.1.50954142	NC_074665.1	50954142	F	21	90.48	9.52
NC_074665.1.50954149	NC_074665.1	50954149	F	21	85.71	14.29
NC_074665.1.50954151	NC_074665.1	50954151	F	20	85.00	15.00
NC_074665.1.54489331	NC_074665.1	54489331	F	25	88.00	12.00
NC_074665.1.54489339	NC_074665.1	54489339	F	27	96.30	3.70
NC_074665.1.54489384	NC_074665.1	54489384	F	31	77.42	22.58
NC_074665.1.54489618	NC_074665.1	54489618	F	24	95.83	4.17
NC_074665.1.54489622	NC_074665.1	54489622	F	26	84.62	15.38
NC_074665.1.54489639	NC_074665.1	54489639	F	24	95.83	4.17
NC_074665.1.54489658	NC_074665.1	54489658	F	27	96.30	3.70
NC_074665.1.54489684	NC_074665.1	54489684	F	27	62.96	37.04
NC_074665.1.54489693	NC_074665.1	54489693	F	28	82.14	17.86
NC_074665.1.54489714	NC_074665.1	54489714	F	21	61.90	38.10
NC_074665.1.54489332	NC_074665.1	54489332	R	32	84.38	15.62
NC_074665.1.54489340	NC_074665.1	54489340	R	32	90.62	9.38
NC_074665.1.54489385	NC_074665.1	54489385	R	29	72.41	27.59
NC_074665.1.54489619	NC_074665.1	54489619	R	23	95.65	4.35
NC_074665.1.54489623	NC_074665.1	54489623	R	25	92.00	8.00
NC_074665.1.54489640	NC_074665.1	54489640	R	27	96.30	3.70
NC_074665.1.54489659	NC_074665.1	54489659	R	29	100.00	0.00
NC_074665.1.54489685	NC_074665.1	54489685	R	30	93.33	6.67
NC_074665.1.54489694	NC_074665.1	54489694	R	28	89.29	10.71
NC_074665.1.54489715	NC_074665.1	54489715	R	29	65.52	34.48
NC_074665.1.54489757	NC_074665.1	54489757	R	21	61.90	38.10
NC_074665.1.56742812	NC_074665.1	56742812	F	21	100.00	0.00
NC_074665.1.56742815	NC_074665.1	56742815	F	21	100.00	0.00
NC_074665.1.56742817	NC_074665.1	56742817	F	21	100.00	0.00
NC_074665.1.56743102	NC_074665.1	56743102	F	20	100.00	0.00
NC_074665.1.56742785	NC_074665.1	56742785	R	25	88.00	12.00
NC_074665.1.56742813	NC_074665.1	56742813	R	25	96.00	4.00
NC_074665.1.56742816	NC_074665.1	56742816	R	23	95.65	4.35
NC_074665.1.56742818	NC_074665.1	56742818	R	26	92.31	7.69
NC_074665.1.56743039	NC_074665.1	56743039	R	23	95.65	4.35
NC_074665.1.56743061	NC_074665.1	56743061	R	27	96.30	3.70
NC_074665.1.56743092	NC_074665.1	56743092	R	25	96.00	4.00
NC_074665.1.56743103	NC_074665.1	56743103	R	27	96.30	3.70
NC_074665.1.56743127	NC_074665.1	56743127	R	26	92.31	7.69
NC_074665.1.56743149	NC_074665.1	56743149	R	20	100.00	0.00
NC_074665.1.59352891	NC_074665.1	59352891	F	20	90.00	10.00
NC_074665.1.59352898	NC_074665.1	59352898	F	21	85.71	14.29
NC_074665.1.59352901	NC_074665.1	59352901	F	23	78.26	21.74
NC_074665.1.59352956	NC_074665.1	59352956	F	32	90.62	9.38
NC_074665.1.59352975	NC_074665.1	59352975	F	31	100.00	0.00
NC_074665.1.59353007	NC_074665.1	59353007	F	21	95.24	4.76
NC_074665.1.59353010	NC_074665.1	59353010	F	21	95.24	4.76
NC_074665.1.59353154	NC_074665.1	59353154	F	20	90.00	10.00
NC_074665.1.59353201	NC_074665.1	59353201	F	27	92.59	7.41
NC_074665.1.59353268	NC_074665.1	59353268	F	22	95.45	4.55
NC_074665.1.61462525	NC_074665.1	61462525	F	20	90.00	10.00
NC_074665.1.61505867	NC_074665.1	61505867	F	29	65.52	34.48
NC_074665.1.61505978	NC_074665.1	61505978	F	20	40.00	60.00
NC_074665.1.61506013	NC_074665.1	61506013	F	22	81.82	18.18
NC_074665.1.61506621	NC_074665.1	61506621	F	21	90.48	9.52
NC_074665.1.61506726	NC_074665.1	61506726	F	35	82.86	17.14
NC_074665.1.61509335	NC_074665.1	61509335	F	22	90.91	9.09
NC_074665.1.61509380	NC_074665.1	61509380	F	25	80.00	20.00
NC_074665.1.61509415	NC_074665.1	61509415	F	28	78.57	21.43
NC_074665.1.61509450	NC_074665.1	61509450	F	28	75.00	25.00
NC_074665.1.61509555	NC_074665.1	61509555	F	35	94.29	5.71
NC_074665.1.61509694	NC_074665.1	61509694	F	22	27.27	72.73
NC_074665.1.61509729	NC_074665.1	61509729	F	28	60.71	39.29
NC_074665.1.61509764	NC_074665.1	61509764	F	24	83.33	16.67
NC_074665.1.67592096	NC_074665.1	67592096	F	25	100.00	0.00
NC_074665.1.67592104	NC_074665.1	67592104	F	24	100.00	0.00
NC_074665.1.67592111	NC_074665.1	67592111	F	28	100.00	0.00
NC_074665.1.67592156	NC_074665.1	67592156	F	22	81.82	18.18
NC_074665.1.67903442	NC_074665.1	67903442	R	21	90.48	9.52
NC_074665.1.67903722	NC_074665.1	67903722	R	21	100.00	0.00
NC_074665.1.67903729	NC_074665.1	67903729	R	21	95.24	4.76
NC_074665.1.69327453	NC_074665.1	69327453	F	26	65.38	34.62
NC_074665.1.69327495	NC_074665.1	69327495	F	22	59.09	40.91
NC_074665.1.69327516	NC_074665.1	69327516	F	21	95.24	4.76
NC_074665.1.69327738	NC_074665.1	69327738	F	27	81.48	18.52
NC_074665.1.69327454	NC_074665.1	69327454	R	20	50.00	50.00
NC_074665.1.69327739	NC_074665.1	69327739	R	20	80.00	20.00
NC_074665.1.69482361	NC_074665.1	69482361	F	63	66.67	33.33
NC_074665.1.69482661	NC_074665.1	69482661	F	47	51.06	48.94
NC_074665.1.69482362	NC_074665.1	69482362	R	54	55.56	44.44
NC_074665.1.69482662	NC_074665.1	69482662	R	30	63.33	36.67
NC_074665.1.72952008	NC_074665.1	72952008	F	20	95.00	5.00
NC_074665.1.72952018	NC_074665.1	72952018	F	20	90.00	10.00
NC_074665.1.72952009	NC_074665.1	72952009	R	20	85.00	15.00
NC_074665.1.72952019	NC_074665.1	72952019	R	21	90.48	9.52
NC_074665.1.72952042	NC_074665.1	72952042	R	20	90.00	10.00
NC_074665.1.72952054	NC_074665.1	72952054	R	20	90.00	10.00
NC_074665.1.72952213	NC_074665.1	72952213	R	20	85.00	15.00
NC_074665.1.72952280	NC_074665.1	72952280	R	21	90.48	9.52
NC_074665.1.72952303	NC_074665.1	72952303	R	20	75.00	25.00
NC_074665.1.76774364	NC_074665.1	76774364	F	57	56.14	43.86
NC_074665.1.76774418	NC_074665.1	76774418	F	36	88.89	11.11
NC_074665.1.76774428	NC_074665.1	76774428	F	30	90.00	10.00
NC_074665.1.76774435	NC_074665.1	76774435	F	31	87.10	12.90
NC_074665.1.76774474	NC_074665.1	76774474	F	24	4.17	95.83
NC_074665.1.76774365	NC_074665.1	76774365	R	26	53.85	46.15
NC_074665.1.76774419	NC_074665.1	76774419	R	24	100.00	0.00
NC_074665.1.76774436	NC_074665.1	76774436	R	20	100.00	0.00
NC_074665.1.77268510	NC_074665.1	77268510	F	20	80.00	20.00
NC_074665.1.77268524	NC_074665.1	77268524	F	21	38.10	61.90
NC_074665.1.77268564	NC_074665.1	77268564	F	26	73.08	26.92
NC_074665.1.77268618	NC_074665.1	77268618	F	23	65.22	34.78
NC_074665.1.78297263	NC_074665.1	78297263	R	23	82.61	17.39
NC_074665.1.79876758	NC_074665.1	79876758	F	26	92.31	7.69
NC_074665.1.79877001	NC_074665.1	79877001	F	20	90.00	10.00
NC_074665.1.79876759	NC_074665.1	79876759	R	20	90.00	10.00
NC_074665.1.80521828	NC_074665.1	80521828	F	22	68.18	31.82
NC_074665.1.80521829	NC_074665.1	80521829	R	20	60.00	40.00
NC_074665.1.83271646	NC_074665.1	83271646	R	20	70.00	30.00
NC_074665.1.84064327	NC_074665.1	84064327	R	20	95.00	5.00
NC_074665.1.84065082	NC_074665.1	84065082	R	24	79.17	20.83
NC_074665.1.84265683	NC_074665.1	84265683	R	20	70.00	30.00
NC_074665.1.84265744	NC_074665.1	84265744	R	21	66.67	33.33
NC_074665.1.85087834	NC_074665.1	85087834	R	22	95.45	4.55
NC_074665.1.85088149	NC_074665.1	85088149	R	22	81.82	18.18
NC_074665.1.85433197	NC_074665.1	85433197	R	27	70.37	29.63
NC_074665.1.85435208	NC_074665.1	85435208	F	32	28.12	71.88
NC_074665.1.85539144	NC_074665.1	85539144	F	25	28.00	72.00
NC_074665.1.85539173	NC_074665.1	85539173	F	23	52.17	47.83
NC_074665.1.86399479	NC_074665.1	86399479	F	20	70.00	30.00
NC_074665.1.86442324	NC_074665.1	86442324	F	24	91.67	8.33
NC_074665.1.86442369	NC_074665.1	86442369	F	20	85.00	15.00
NC_074665.1.86570171	NC_074665.1	86570171	F	21	90.48	9.52
NC_074665.1.86570201	NC_074665.1	86570201	F	28	92.86	7.14
NC_074665.1.86570231	NC_074665.1	86570231	F	42	90.48	9.52
NC_074665.1.86570261	NC_074665.1	86570261	F	44	93.18	6.82
NC_074665.1.86570291	NC_074665.1	86570291	F	43	95.35	4.65
NC_074665.1.86570321	NC_074665.1	86570321	F	32	90.62	9.38
NC_074665.1.86570351	NC_074665.1	86570351	F	27	96.30	3.70
NC_074665.1.92276694	NC_074665.1	92276694	R	21	85.71	14.29
NC_074665.1.92276721	NC_074665.1	92276721	R	23	86.96	13.04
NC_074665.1.92276748	NC_074665.1	92276748	R	23	100.00	0.00
NC_074665.1.92276974	NC_074665.1	92276974	R	22	90.91	9.09
NC_074665.1.92276980	NC_074665.1	92276980	R	23	52.17	47.83
NC_074665.1.92276983	NC_074665.1	92276983	R	23	86.96	13.04
NC_074665.1.92277001	NC_074665.1	92277001	R	23	95.65	4.35
NC_074665.1.92277009	NC_074665.1	92277009	R	24	75.00	25.00
NC_074665.1.92277024	NC_074665.1	92277024	R	23	95.65	4.35
NC_074665.1.92388759	NC_074665.1	92388759	R	29	96.55	3.45
NC_074665.1.92388763	NC_074665.1	92388763	R	29	93.10	6.90
NC_074665.1.92388774	NC_074665.1	92388774	R	28	100.00	0.00
NC_074665.1.92388785	NC_074665.1	92388785	R	28	89.29	10.71
NC_074665.1.92388790	NC_074665.1	92388790	R	26	65.38	34.62
NC_074665.1.92388796	NC_074665.1	92388796	R	21	90.48	9.52
NC_074665.1.92551355	NC_074665.1	92551355	F	23	86.96	13.04
NC_074665.1.92551403	NC_074665.1	92551403	F	37	89.19	10.81
NC_074665.1.92551451	NC_074665.1	92551451	F	40	90.00	10.00
NC_074665.1.92551499	NC_074665.1	92551499	F	25	84.00	16.00
NC_074665.1.92574943	NC_074665.1	92574943	R	20	75.00	25.00
NC_074665.1.92577383	NC_074665.1	92577383	R	20	65.00	35.00
NC_074665.1.92577403	NC_074665.1	92577403	R	21	76.19	23.81
NC_074665.1.92586855	NC_074665.1	92586855	F	29	93.10	6.90
NC_074665.1.92586859	NC_074665.1	92586859	F	31	90.32	9.68
NC_074665.1.92586868	NC_074665.1	92586868	F	31	80.65	19.35
NC_074665.1.92586870	NC_074665.1	92586870	F	30	96.67	3.33
NC_074665.1.92586881	NC_074665.1	92586881	F	32	71.88	28.12
NC_074665.1.92586886	NC_074665.1	92586886	F	30	80.00	20.00
NC_074665.1.92586892	NC_074665.1	92586892	F	27	81.48	18.52
NC_074665.1.92586896	NC_074665.1	92586896	F	27	59.26	40.74
NC_074665.1.92586912	NC_074665.1	92586912	F	25	76.00	24.00
NC_074665.1.92587023	NC_074665.1	92587023	F	20	85.00	15.00
NC_074665.1.92587028	NC_074665.1	92587028	F	20	80.00	20.00
NC_074665.1.92587034	NC_074665.1	92587034	F	21	100.00	0.00
NC_074665.1.92587054	NC_074665.1	92587054	F	20	80.00	20.00
NC_074665.1.92587196	NC_074665.1	92587196	F	23	95.65	4.35
NC_074665.1.92587200	NC_074665.1	92587200	F	21	80.95	19.05
NC_074665.1.92587211	NC_074665.1	92587211	F	20	95.00	5.00
NC_074665.1.92587222	NC_074665.1	92587222	F	22	81.82	18.18
NC_074665.1.92587227	NC_074665.1	92587227	F	20	85.00	15.00
NC_074665.1.92586655	NC_074665.1	92586655	R	26	80.77	19.23
NC_074665.1.92586659	NC_074665.1	92586659	R	22	81.82	18.18
NC_074665.1.92586670	NC_074665.1	92586670	R	25	84.00	16.00
NC_074665.1.92586681	NC_074665.1	92586681	R	24	79.17	20.83
NC_074665.1.92586692	NC_074665.1	92586692	R	23	73.91	26.09
NC_074665.1.92586856	NC_074665.1	92586856	R	30	93.33	6.67
NC_074665.1.92586860	NC_074665.1	92586860	R	27	96.30	3.70
NC_074665.1.92586869	NC_074665.1	92586869	R	28	89.29	10.71
NC_074665.1.92586871	NC_074665.1	92586871	R	30	93.33	6.67
NC_074665.1.92586882	NC_074665.1	92586882	R	28	89.29	10.71
NC_074665.1.92586887	NC_074665.1	92586887	R	27	96.30	3.70
NC_074665.1.92586893	NC_074665.1	92586893	R	27	96.30	3.70
NC_074665.1.92586897	NC_074665.1	92586897	R	27	88.89	11.11
NC_074665.1.92586913	NC_074665.1	92586913	R	28	82.14	17.86
NC_074665.1.92587197	NC_074665.1	92587197	R	26	92.31	7.69
NC_074665.1.92587201	NC_074665.1	92587201	R	24	100.00	0.00
NC_074665.1.92587212	NC_074665.1	92587212	R	24	95.83	4.17
NC_074665.1.92587223	NC_074665.1	92587223	R	21	85.71	14.29
NC_074665.1.93264484	NC_074665.1	93264484	F	23	91.30	8.70
NC_074665.1.93562303	NC_074665.1	93562303	F	22	100.00	0.00
NC_074665.1.93562381	NC_074665.1	93562381	F	20	90.00	10.00
NC_074665.1.93706402	NC_074665.1	93706402	R	24	95.83	4.17
NC_074665.1.93706444	NC_074665.1	93706444	R	31	93.55	6.45
NC_074665.1.93857778	NC_074665.1	93857778	F	20	60.00	40.00
NC_074665.1.93857844	NC_074665.1	93857844	F	20	65.00	35.00
NC_074665.1.93858926	NC_074665.1	93858926	F	60	11.67	88.33
NC_074665.1.93859039	NC_074665.1	93859039	F	105	14.29	85.71
NC_074665.1.93859076	NC_074665.1	93859076	F	79	12.66	87.34
NC_074665.1.93859078	NC_074665.1	93859078	F	28	28.57	71.43
NC_074665.1.93859113	NC_074665.1	93859113	F	83	21.69	78.31
NC_074665.1.93859150	NC_074665.1	93859150	F	66	36.36	63.64
NC_074665.1.93858927	NC_074665.1	93858927	R	25	56.00	44.00
NC_074665.1.93859040	NC_074665.1	93859040	R	20	75.00	25.00
NC_074665.1.93859077	NC_074665.1	93859077	R	25	72.00	28.00
NC_074665.1.93859114	NC_074665.1	93859114	R	49	93.88	6.12
NC_074665.1.93859151	NC_074665.1	93859151	R	52	92.31	7.69
NC_074665.1.93907144	NC_074665.1	93907144	R	23	8.70	91.30
NC_074665.1.94055115	NC_074665.1	94055115	F	20	80.00	20.00
NC_074665.1.94117813	NC_074665.1	94117813	R	39	87.18	12.82
NC_074665.1.94117853	NC_074665.1	94117853	R	43	95.35	4.65
NC_074665.1.94117893	NC_074665.1	94117893	R	36	94.44	5.56
NC_074665.1.94117901	NC_074665.1	94117901	R	37	8.11	91.89
NC_074665.1.94117933	NC_074665.1	94117933	R	30	90.00	10.00
NC_074665.1.94340130	NC_074665.1	94340130	R	22	90.91	9.09
NC_074665.1.94340153	NC_074665.1	94340153	R	22	90.91	9.09
NC_074665.1.94340176	NC_074665.1	94340176	R	28	82.14	17.86
NC_074665.1.94340199	NC_074665.1	94340199	R	27	85.19	14.81
NC_074665.1.94340222	NC_074665.1	94340222	R	25	76.00	24.00
NC_074665.1.94340245	NC_074665.1	94340245	R	26	92.31	7.69
NC_074665.1.94340268	NC_074665.1	94340268	R	23	86.96	13.04
NC_074665.1.94340291	NC_074665.1	94340291	R	22	90.91	9.09
NC_074665.1.94340314	NC_074665.1	94340314	R	20	95.00	5.00
NC_074665.1.94506347	NC_074665.1	94506347	F	22	86.36	13.64
NC_074665.1.94506367	NC_074665.1	94506367	F	20	85.00	15.00
NC_074665.1.94536535	NC_074665.1	94536535	F	20	100.00	0.00
NC_074665.1.94536550	NC_074665.1	94536550	F	22	95.45	4.55
NC_074665.1.94536615	NC_074665.1	94536615	F	20	100.00	0.00
NC_074665.1.94918489	NC_074665.1	94918489	F	20	80.00	20.00
NC_074665.1.94918500	NC_074665.1	94918500	F	23	82.61	17.39
NC_074665.1.94918584	NC_074665.1	94918584	F	32	65.62	34.38
NC_074665.1.94918333	NC_074665.1	94918333	R	22	86.36	13.64
NC_074665.1.94918375	NC_074665.1	94918375	R	27	88.89	11.11
NC_074665.1.94918417	NC_074665.1	94918417	R	26	100.00	0.00
NC_074665.1.94918462	NC_074665.1	94918462	R	21	9.52	90.48
NC_074665.1.94918490	NC_074665.1	94918490	R	21	85.71	14.29
NC_074665.1.94918501	NC_074665.1	94918501	R	26	84.62	15.38
NC_074665.1.94918585	NC_074665.1	94918585	R	29	79.31	20.69
NC_074665.1.95302529	NC_074665.1	95302529	F	20	15.00	85.00
NC_074665.1.96034897	NC_074665.1	96034897	F	20	85.00	15.00
NC_074665.1.96034854	NC_074665.1	96034854	R	29	93.10	6.90
NC_074665.1.96034898	NC_074665.1	96034898	R	30	100.00	0.00
NC_074665.1.96676796	NC_074665.1	96676796	F	23	100.00	0.00
NC_074665.1.96677126	NC_074665.1	96677126	F	22	95.45	4.55
NC_074665.1.96677146	NC_074665.1	96677146	F	25	88.00	12.00
