chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.267509	NC_074665.1	267509	F	38	65.79	34.21
NC_074665.1.267558	NC_074665.1	267558	F	27	74.07	25.93
NC_074665.1.266067	NC_074665.1	266067	R	23	73.91	26.09
NC_074665.1.267510	NC_074665.1	267510	R	21	57.14	42.86
NC_074665.1.267559	NC_074665.1	267559	R	22	90.91	9.09
NC_074665.1.933290	NC_074665.1	933290	F	27	55.56	44.44
NC_074665.1.933291	NC_074665.1	933291	R	22	63.64	36.36
NC_074665.1.1662105	NC_074665.1	1662105	R	23	78.26	21.74
NC_074665.1.1662169	NC_074665.1	1662169	R	24	83.33	16.67
NC_074665.1.1662177	NC_074665.1	1662177	R	21	80.95	19.05
NC_074665.1.1704052	NC_074665.1	1704052	F	22	95.45	4.55
NC_074665.1.1704093	NC_074665.1	1704093	F	23	100.00	0.00
NC_074665.1.1704134	NC_074665.1	1704134	F	24	95.83	4.17
NC_074665.1.1906032	NC_074665.1	1906032	R	23	86.96	13.04
NC_074665.1.1906059	NC_074665.1	1906059	R	23	95.65	4.35
NC_074665.1.1906069	NC_074665.1	1906069	R	30	86.67	13.33
NC_074665.1.1906096	NC_074665.1	1906096	R	27	92.59	7.41
NC_074665.1.1906106	NC_074665.1	1906106	R	26	96.15	3.85
NC_074665.1.1906133	NC_074665.1	1906133	R	23	95.65	4.35
NC_074665.1.1906143	NC_074665.1	1906143	R	22	95.45	4.55
NC_074665.1.2378105	NC_074665.1	2378105	R	24	16.67	83.33
NC_074665.1.2378158	NC_074665.1	2378158	R	26	26.92	73.08
NC_074665.1.3001020	NC_074665.1	3001020	F	33	78.79	21.21
NC_074665.1.3003126	NC_074665.1	3003126	F	37	51.35	48.65
NC_074665.1.3003180	NC_074665.1	3003180	F	80	67.50	32.50
NC_074665.1.3003234	NC_074665.1	3003234	F	83	73.49	26.51
NC_074665.1.3003288	NC_074665.1	3003288	F	25	64.00	36.00
NC_074665.1.3003396	NC_074665.1	3003396	F	20	70.00	30.00
NC_074665.1.3003450	NC_074665.1	3003450	F	29	68.97	31.03
NC_074665.1.4505441	NC_074665.1	4505441	F	22	68.18	31.82
NC_074665.1.4505485	NC_074665.1	4505485	F	20	80.00	20.00
NC_074665.1.4505519	NC_074665.1	4505519	F	20	75.00	25.00
NC_074665.1.4505607	NC_074665.1	4505607	F	21	71.43	28.57
NC_074665.1.4505651	NC_074665.1	4505651	F	21	57.14	42.86
NC_074665.1.4505198	NC_074665.1	4505198	R	21	76.19	23.81
NC_074665.1.4505242	NC_074665.1	4505242	R	21	52.38	47.62
NC_074665.1.4505520	NC_074665.1	4505520	R	22	81.82	18.18
NC_074665.1.4505564	NC_074665.1	4505564	R	26	84.62	15.38
NC_074665.1.4505608	NC_074665.1	4505608	R	28	85.71	14.29
NC_074665.1.4505652	NC_074665.1	4505652	R	30	76.67	23.33
NC_074665.1.4505686	NC_074665.1	4505686	R	24	70.83	29.17
NC_074665.1.13254747	NC_074665.1	13254747	F	22	81.82	18.18
NC_074665.1.19879818	NC_074665.1	19879818	R	21	80.95	19.05
NC_074665.1.30758331	NC_074665.1	30758331	F	20	75.00	25.00
NC_074665.1.44803936	NC_074665.1	44803936	F	21	85.71	14.29
NC_074665.1.44804106	NC_074665.1	44804106	F	20	90.00	10.00
NC_074665.1.44804390	NC_074665.1	44804390	F	23	82.61	17.39
NC_074665.1.44804418	NC_074665.1	44804418	F	23	78.26	21.74
NC_074665.1.44804429	NC_074665.1	44804429	F	23	82.61	17.39
NC_074665.1.44804472	NC_074665.1	44804472	F	23	82.61	17.39
NC_074665.1.44804617	NC_074665.1	44804617	F	22	59.09	40.91
NC_074665.1.44804646	NC_074665.1	44804646	F	24	75.00	25.00
NC_074665.1.44804649	NC_074665.1	44804649	F	24	83.33	16.67
NC_074665.1.44804667	NC_074665.1	44804667	F	24	70.83	29.17
NC_074665.1.44804670	NC_074665.1	44804670	F	25	84.00	16.00
NC_074665.1.44804677	NC_074665.1	44804677	F	26	88.46	11.54
NC_074665.1.44804694	NC_074665.1	44804694	F	25	84.00	16.00
NC_074665.1.44804725	NC_074665.1	44804725	F	23	69.57	30.43
NC_074665.1.44804779	NC_074665.1	44804779	F	21	85.71	14.29
NC_074665.1.44804792	NC_074665.1	44804792	F	22	81.82	18.18
NC_074665.1.44804807	NC_074665.1	44804807	F	21	85.71	14.29
NC_074665.1.44804821	NC_074665.1	44804821	F	20	90.00	10.00
NC_074665.1.44804885	NC_074665.1	44804885	F	21	95.24	4.76
NC_074665.1.44804889	NC_074665.1	44804889	F	23	91.30	8.70
NC_074665.1.44804917	NC_074665.1	44804917	F	22	100.00	0.00
NC_074665.1.44804940	NC_074665.1	44804940	F	23	65.22	34.78
NC_074665.1.44804974	NC_074665.1	44804974	F	21	85.71	14.29
NC_074665.1.44806362	NC_074665.1	44806362	R	20	85.00	15.00
NC_074665.1.44815638	NC_074665.1	44815638	F	24	91.67	8.33
NC_074665.1.44815825	NC_074665.1	44815825	F	21	90.48	9.52
NC_074665.1.44815905	NC_074665.1	44815905	F	20	100.00	0.00
NC_074665.1.44815919	NC_074665.1	44815919	F	23	100.00	0.00
NC_074665.1.44815922	NC_074665.1	44815922	F	20	75.00	25.00
NC_074665.1.44820631	NC_074665.1	44820631	F	22	86.36	13.64
NC_074665.1.44820660	NC_074665.1	44820660	F	22	59.09	40.91
NC_074665.1.44820879	NC_074665.1	44820879	F	25	68.00	32.00
NC_074665.1.44820923	NC_074665.1	44820923	F	34	79.41	20.59
NC_074665.1.44820929	NC_074665.1	44820929	F	29	48.28	51.72
NC_074665.1.44821000	NC_074665.1	44821000	F	24	83.33	16.67
NC_074665.1.44821019	NC_074665.1	44821019	F	25	76.00	24.00
NC_074665.1.44821075	NC_074665.1	44821075	F	20	95.00	5.00
NC_074665.1.44821078	NC_074665.1	44821078	F	23	82.61	17.39
NC_074665.1.44821093	NC_074665.1	44821093	F	27	100.00	0.00
NC_074665.1.44821095	NC_074665.1	44821095	F	27	92.59	7.41
NC_074665.1.44821108	NC_074665.1	44821108	F	25	100.00	0.00
NC_074665.1.44821137	NC_074665.1	44821137	F	27	85.19	14.81
NC_074665.1.44821188	NC_074665.1	44821188	F	27	51.85	48.15
NC_074665.1.44821222	NC_074665.1	44821222	F	25	88.00	12.00
NC_074665.1.44821409	NC_074665.1	44821409	F	20	85.00	15.00
NC_074665.1.44821550	NC_074665.1	44821550	F	20	65.00	35.00
NC_074665.1.44821720	NC_074665.1	44821720	F	20	55.00	45.00
NC_074665.1.44818474	NC_074665.1	44818474	R	22	86.36	13.64
NC_074665.1.44818553	NC_074665.1	44818553	R	25	76.00	24.00
NC_074665.1.44820223	NC_074665.1	44820223	R	21	80.95	19.05
NC_074665.1.44820371	NC_074665.1	44820371	R	25	56.00	44.00
NC_074665.1.44820632	NC_074665.1	44820632	R	20	60.00	40.00
NC_074665.1.44820695	NC_074665.1	44820695	R	20	55.00	45.00
NC_074665.1.44820880	NC_074665.1	44820880	R	27	77.78	22.22
NC_074665.1.44820924	NC_074665.1	44820924	R	26	65.38	34.62
NC_074665.1.44820930	NC_074665.1	44820930	R	25	52.00	48.00
NC_074665.1.44821001	NC_074665.1	44821001	R	26	88.46	11.54
NC_074665.1.44821020	NC_074665.1	44821020	R	25	80.00	20.00
NC_074665.1.44821076	NC_074665.1	44821076	R	25	84.00	16.00
NC_074665.1.44821079	NC_074665.1	44821079	R	26	84.62	15.38
NC_074665.1.44821094	NC_074665.1	44821094	R	28	100.00	0.00
NC_074665.1.44821096	NC_074665.1	44821096	R	26	96.15	3.85
NC_074665.1.44821109	NC_074665.1	44821109	R	25	96.00	4.00
NC_074665.1.44821138	NC_074665.1	44821138	R	28	92.86	7.14
NC_074665.1.44821189	NC_074665.1	44821189	R	30	66.67	33.33
NC_074665.1.44821223	NC_074665.1	44821223	R	31	83.87	16.13
NC_074665.1.44821410	NC_074665.1	44821410	R	22	81.82	18.18
NC_074665.1.44821551	NC_074665.1	44821551	R	24	75.00	25.00
NC_074665.1.44821721	NC_074665.1	44821721	R	28	42.86	57.14
NC_074665.1.44826349	NC_074665.1	44826349	R	26	84.62	15.38
NC_074665.1.44826385	NC_074665.1	44826385	R	28	89.29	10.71
NC_074665.1.50386881	NC_074665.1	50386881	F	20	85.00	15.00
NC_074665.1.50387005	NC_074665.1	50387005	F	25	88.00	12.00
NC_074665.1.50387008	NC_074665.1	50387008	F	25	88.00	12.00
NC_074665.1.50387011	NC_074665.1	50387011	F	25	88.00	12.00
NC_074665.1.50387014	NC_074665.1	50387014	F	23	91.30	8.70
NC_074665.1.50387020	NC_074665.1	50387020	F	24	87.50	12.50
NC_074665.1.50387023	NC_074665.1	50387023	F	23	91.30	8.70
NC_074665.1.50387026	NC_074665.1	50387026	F	24	87.50	12.50
NC_074665.1.50387044	NC_074665.1	50387044	F	20	85.00	15.00
NC_074665.1.50387047	NC_074665.1	50387047	F	20	80.00	20.00
NC_074665.1.50387051	NC_074665.1	50387051	F	20	85.00	15.00
NC_074665.1.50387062	NC_074665.1	50387062	F	20	80.00	20.00
NC_074665.1.50387068	NC_074665.1	50387068	F	20	70.00	30.00
NC_074665.1.50387967	NC_074665.1	50387967	R	21	80.95	19.05
NC_074665.1.50387971	NC_074665.1	50387971	R	22	72.73	27.27
NC_074665.1.50387973	NC_074665.1	50387973	R	23	86.96	13.04
NC_074665.1.50387978	NC_074665.1	50387978	R	22	90.91	9.09
NC_074665.1.50387989	NC_074665.1	50387989	R	25	92.00	8.00
NC_074665.1.50388019	NC_074665.1	50388019	R	23	91.30	8.70
NC_074665.1.50388048	NC_074665.1	50388048	R	24	83.33	16.67
NC_074665.1.50388050	NC_074665.1	50388050	R	27	85.19	14.81
NC_074665.1.50388055	NC_074665.1	50388055	R	28	82.14	17.86
NC_074665.1.50388066	NC_074665.1	50388066	R	24	83.33	16.67
NC_074665.1.50388096	NC_074665.1	50388096	R	23	86.96	13.04
NC_074665.1.50388125	NC_074665.1	50388125	R	23	82.61	17.39
NC_074665.1.50388132	NC_074665.1	50388132	R	27	81.48	18.52
NC_074665.1.50388143	NC_074665.1	50388143	R	27	74.07	25.93
NC_074665.1.50388165	NC_074665.1	50388165	R	25	84.00	16.00
NC_074665.1.50388175	NC_074665.1	50388175	R	39	92.31	7.69
NC_074665.1.50388218	NC_074665.1	50388218	R	48	95.83	4.17
NC_074665.1.50388222	NC_074665.1	50388222	R	53	94.34	5.66
NC_074665.1.50388225	NC_074665.1	50388225	R	53	96.23	3.77
NC_074665.1.50388228	NC_074665.1	50388228	R	53	98.11	1.89
NC_074665.1.50388231	NC_074665.1	50388231	R	51	92.16	7.84
NC_074665.1.50388234	NC_074665.1	50388234	R	51	98.04	1.96
NC_074665.1.50388240	NC_074665.1	50388240	R	50	98.00	2.00
NC_074665.1.50388247	NC_074665.1	50388247	R	49	95.92	4.08
NC_074665.1.50388253	NC_074665.1	50388253	R	46	97.83	2.17
NC_074665.1.50388260	NC_074665.1	50388260	R	42	97.62	2.38
NC_074665.1.50388265	NC_074665.1	50388265	R	42	97.62	2.38
NC_074665.1.50388282	NC_074665.1	50388282	R	34	97.06	2.94
NC_074665.1.50388288	NC_074665.1	50388288	R	33	87.88	12.12
NC_074665.1.54489694	NC_074665.1	54489694	R	21	95.24	4.76
NC_074665.1.61504834	NC_074665.1	61504834	F	20	100.00	0.00
NC_074665.1.61505151	NC_074665.1	61505151	F	34	85.29	14.71
NC_074665.1.61505196	NC_074665.1	61505196	F	32	81.25	18.75
NC_074665.1.61505231	NC_074665.1	61505231	F	26	76.92	23.08
NC_074665.1.61505867	NC_074665.1	61505867	F	41	46.34	53.66
NC_074665.1.61505978	NC_074665.1	61505978	F	25	48.00	52.00
NC_074665.1.61506621	NC_074665.1	61506621	F	22	90.91	9.09
NC_074665.1.61506726	NC_074665.1	61506726	F	43	90.70	9.30
NC_074665.1.61506727	NC_074665.1	61506727	R	23	82.61	17.39
NC_074665.1.61509335	NC_074665.1	61509335	F	22	81.82	18.18
NC_074665.1.61509380	NC_074665.1	61509380	F	29	86.21	13.79
NC_074665.1.61509415	NC_074665.1	61509415	F	36	77.78	22.22
NC_074665.1.61509450	NC_074665.1	61509450	F	38	81.58	18.42
NC_074665.1.61509555	NC_074665.1	61509555	F	32	71.88	28.12
NC_074665.1.61509729	NC_074665.1	61509729	F	20	55.00	45.00
NC_074665.1.61509974	NC_074665.1	61509974	F	24	66.67	33.33
NC_074665.1.61509451	NC_074665.1	61509451	R	24	91.67	8.33
NC_074665.1.61509556	NC_074665.1	61509556	R	28	78.57	21.43
NC_074665.1.67592104	NC_074665.1	67592104	F	21	85.71	14.29
NC_074665.1.67592111	NC_074665.1	67592111	F	23	91.30	8.70
NC_074665.1.67592156	NC_074665.1	67592156	F	23	82.61	17.39
NC_074665.1.69327453	NC_074665.1	69327453	F	21	57.14	42.86
NC_074665.1.69482361	NC_074665.1	69482361	F	41	53.66	46.34
NC_074665.1.69482661	NC_074665.1	69482661	F	28	39.29	60.71
NC_074665.1.69482362	NC_074665.1	69482362	R	59	66.10	33.90
NC_074665.1.69482662	NC_074665.1	69482662	R	26	73.08	26.92
NC_074665.1.75983295	NC_074665.1	75983295	F	26	96.15	3.85
NC_074665.1.76774364	NC_074665.1	76774364	F	55	52.73	47.27
NC_074665.1.76774418	NC_074665.1	76774418	F	35	94.29	5.71
NC_074665.1.76774428	NC_074665.1	76774428	F	34	91.18	8.82
