chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.267509	NC_074665.1	267509	F	32	59.38	40.62
NC_074665.1.267558	NC_074665.1	267558	F	32	71.88	28.12
NC_074665.1.266067	NC_074665.1	266067	R	27	85.19	14.81
NC_074665.1.267510	NC_074665.1	267510	R	40	45.00	55.00
NC_074665.1.267559	NC_074665.1	267559	R	32	90.62	9.38
NC_074665.1.918023	NC_074665.1	918023	R	20	90.00	10.00
NC_074665.1.1460298	NC_074665.1	1460298	F	20	75.00	25.00
NC_074665.1.1460304	NC_074665.1	1460304	F	20	90.00	10.00
NC_074665.1.1460296	NC_074665.1	1460296	R	20	85.00	15.00
NC_074665.1.1460299	NC_074665.1	1460299	R	20	85.00	15.00
NC_074665.1.1460305	NC_074665.1	1460305	R	20	100.00	0.00
NC_074665.1.3003126	NC_074665.1	3003126	F	20	70.00	30.00
NC_074665.1.3003180	NC_074665.1	3003180	F	33	69.70	30.30
NC_074665.1.3003234	NC_074665.1	3003234	F	28	78.57	21.43
NC_074665.1.3629842	NC_074665.1	3629842	F	20	80.00	20.00
NC_074665.1.4933822	NC_074665.1	4933822	R	29	0.00	100.00
NC_074665.1.6905180	NC_074665.1	6905180	R	21	100.00	0.00
NC_074665.1.6905222	NC_074665.1	6905222	R	25	76.00	24.00
NC_074665.1.6905264	NC_074665.1	6905264	R	22	72.73	27.27
NC_074665.1.7075896	NC_074665.1	7075896	R	21	90.48	9.52
NC_074665.1.7075905	NC_074665.1	7075905	R	22	77.27	22.73
NC_074665.1.7075910	NC_074665.1	7075910	R	20	90.00	10.00
NC_074665.1.7075924	NC_074665.1	7075924	R	22	86.36	13.64
NC_074665.1.7075933	NC_074665.1	7075933	R	20	90.00	10.00
NC_074665.1.7075938	NC_074665.1	7075938	R	20	85.00	15.00
NC_074665.1.7488799	NC_074665.1	7488799	F	21	52.38	47.62
NC_074665.1.7488816	NC_074665.1	7488816	F	30	63.33	36.67
NC_074665.1.7488833	NC_074665.1	7488833	F	29	62.07	37.93
NC_074665.1.7488850	NC_074665.1	7488850	F	34	76.47	23.53
NC_074665.1.7488867	NC_074665.1	7488867	F	33	72.73	27.27
NC_074665.1.7488884	NC_074665.1	7488884	F	35	74.29	25.71
NC_074665.1.7488901	NC_074665.1	7488901	F	30	50.00	50.00
NC_074665.1.7488918	NC_074665.1	7488918	F	27	77.78	22.22
NC_074665.1.7488935	NC_074665.1	7488935	F	22	54.55	45.45
NC_074665.1.7882520	NC_074665.1	7882520	F	22	100.00	0.00
NC_074665.1.7882560	NC_074665.1	7882560	F	22	95.45	4.55
NC_074665.1.26924806	NC_074665.1	26924806	R	20	75.00	25.00
