chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.266067	NC_074665.1	266067	R	31	77.42	22.58
NC_074665.1.267509	NC_074665.1	267509	F	49	69.39	30.61
NC_074665.1.267558	NC_074665.1	267558	F	56	80.36	19.64
NC_074665.1.267510	NC_074665.1	267510	R	34	70.59	29.41
NC_074665.1.267559	NC_074665.1	267559	R	24	83.33	16.67
NC_074665.1.1460305	NC_074665.1	1460305	R	20	100.00	0.00
NC_074665.1.2587698	NC_074665.1	2587698	F	22	81.82	18.18
NC_074665.1.2587741	NC_074665.1	2587741	F	21	76.19	23.81
NC_074665.1.3003126	NC_074665.1	3003126	F	36	86.11	13.89
NC_074665.1.3003180	NC_074665.1	3003180	F	102	79.41	20.59
NC_074665.1.3003234	NC_074665.1	3003234	F	85	81.18	18.82
NC_074665.1.3003288	NC_074665.1	3003288	F	39	58.97	41.03
NC_074665.1.3003396	NC_074665.1	3003396	F	27	62.96	37.04
NC_074665.1.3003450	NC_074665.1	3003450	F	35	71.43	28.57
NC_074665.1.4866572	NC_074665.1	4866572	F	21	66.67	33.33
NC_074665.1.4866770	NC_074665.1	4866770	F	33	69.70	30.30
NC_074665.1.4930977	NC_074665.1	4930977	F	21	0.00	100.00
NC_074665.1.6905180	NC_074665.1	6905180	R	22	86.36	13.64
NC_074665.1.6905222	NC_074665.1	6905222	R	25	60.00	40.00
NC_074665.1.6905264	NC_074665.1	6905264	R	27	74.07	25.93
NC_074665.1.7316286	NC_074665.1	7316286	R	20	95.00	5.00
NC_074665.1.7316314	NC_074665.1	7316314	R	21	100.00	0.00
NC_074665.1.7316342	NC_074665.1	7316342	R	23	91.30	8.70
NC_074665.1.7426817	NC_074665.1	7426817	R	20	55.00	45.00
NC_074665.1.7612670	NC_074665.1	7612670	F	22	0.00	100.00
NC_074665.1.7613343	NC_074665.1	7613343	F	24	0.00	100.00
NC_074665.1.7613376	NC_074665.1	7613376	F	26	0.00	100.00
NC_074665.1.10091603	NC_074665.1	10091603	R	20	95.00	5.00
NC_074665.1.10091617	NC_074665.1	10091617	R	20	95.00	5.00
NC_074665.1.13254747	NC_074665.1	13254747	F	20	80.00	20.00
NC_074665.1.35171368	NC_074665.1	35171368	R	20	95.00	5.00
NC_074665.1.35171377	NC_074665.1	35171377	R	20	80.00	20.00
